TargetID	ProbeID	590.AVG_Signal	590.Detection Pval	592.AVG_Signal	592.Detection Pval	593.AVG_Signal	593.Detection Pval	594.AVG_Signal	594.Detection Pval	595.AVG_Signal	595.Detection Pval	596.AVG_Signal	596.Detection Pval	597.AVG_Signal	597.Detection Pval	598.AVG_Signal	598.Detection Pval	599.AVG_Signal	599.Detection Pval	600.AVG_Signal	600.Detection Pval	601.AVG_Signal	601.Detection Pval	603.AVG_Signal	603.Detection Pval	607.AVG_Signal	607.Detection Pval	608.AVG_Signal	608.Detection Pval	609.AVG_Signal	609.Detection Pval	612.AVG_Signal	612.Detection Pval	613.AVG_Signal	613.Detection Pval	614.AVG_Signal	614.Detection Pval	615.AVG_Signal	615.Detection Pval	616.AVG_Signal	616.Detection Pval	617.AVG_Signal	617.Detection Pval	618.AVG_Signal	618.Detection Pval	619.AVG_Signal	619.Detection Pval	623.AVG_Signal	623.Detection Pval	626.AVG_Signal	626.Detection Pval	627.AVG_Signal	627.Detection Pval	628.AVG_Signal	628.Detection Pval	629.AVG_Signal	629.Detection Pval	630.AVG_Signal	630.Detection Pval	631.AVG_Signal	631.Detection Pval	632.AVG_Signal	632.Detection Pval	634.AVG_Signal	634.Detection Pval	635.AVG_Signal	635.Detection Pval	636.AVG_Signal	636.Detection Pval	637.AVG_Signal	637.Detection Pval	638.AVG_Signal	638.Detection Pval	639.AVG_Signal	639.Detection Pval	640.AVG_Signal	640.Detection Pval	641.AVG_Signal	641.Detection Pval	642.AVG_Signal	642.Detection Pval	643.AVG_Signal	643.Detection Pval	645.AVG_Signal	645.Detection Pval	646.AVG_Signal	646.Detection Pval	647.AVG_Signal	647.Detection Pval	648.AVG_Signal	648.Detection Pval	649.AVG_Signal	649.Detection Pval	650.AVG_Signal	650.Detection Pval	651.AVG_Signal	651.Detection Pval
NEGATIVE	5490056	118.8915	0.2831169	133.5383	0.3181818	154.2353	0.1220779	131.5156	0.2025974	185.0951	0.02337662	113.9124	0.151948	158.1441	0.003896104	184.8608	0.01818182	151.9275	0.1532468	178.5771	0.03376623	158.9918	0.2376623	183.6709	0.01168831	186.3462	0.151948	189.6354	0.1363636	143.2715	0.212987	191.9714	0.05974026	140.1343	0.1155844	238.6779	0.001298701	199.5471	0.05064935	190.1196	0.0987013	219.5402	0.009090909	165.2369	0.06363636	169.7517	0.1220779	178.2065	0.0961039	196.7654	0.01298701	210.3037	0.01948052	224.8196	0.01298701	162.1095	0.1922078	223.8873	0.01428571	192.0677	0.1168831	209.4525	0.02597403	196.2993	0.06493507	210.577	0.02077922	184.2525	0.01168831	190.8812	0.3454545	195.6725	0.1493506	283.4018	0.01298701	280.906	0.01038961	281.9188	0.01428571	253.9215	0.06753246	235.1171	0.04415584	221.0633	0.1506494	268.447	0.1753247	221.4383	0.1363636	253.9649	0.3233766	265.6816	0.1025974	293.7386	0.02337662	244.8642	0.4298701
NEGATIVE	5490091	117.8403	0.3142857	111.5883	0.7519481	154.645	0.1207792	118.2976	0.487013	151.9735	0.3571429	107.085	0.2922078	119.1963	0.187013	157.035	0.3103896	118.0523	0.8194805	162.5709	0.1376623	142.682	0.5805195	145.6386	0.3649351	165.7291	0.4675325	149.6331	0.7272727	145.1969	0.1727273	165.4226	0.4337662	102.711	0.7896104	178.7755	0.3805195	161.919	0.5246753	155.6915	0.6272727	178.1413	0.274026	115.8978	0.8090909	165.2238	0.1662338	198.3338	0.01038961	138.5743	0.7675325	171.2436	0.4571429	158.085	0.7116883	148.2318	0.4363636	192.7294	0.2168831	196.815	0.07532468	181.942	0.2883117	216.5513	0.01558442	173.3634	0.4220779	143.3068	0.4467532	189.4905	0.3636364	181.2469	0.3467532	216.8449	0.5922078	211.8067	0.6181818	235.3756	0.2376623	213.047	0.5519481	199.9807	0.4025974	208.5536	0.3142857	256.5461	0.3103896	203.7026	0.3064935	247.1982	0.4207792	268.0056	0.0948052	223.9044	0.6454545	230.4444	0.5909091
NEGATIVE	5490168	135.7393	0.02857143	150.9711	0.04025974	159.4777	0.08051948	151.4866	0.01688312	176.2724	0.04545455	103.5549	0.4116883	121.7096	0.1441558	184.3705	0.01948052	139.9574	0.4038961	146.327	0.4675325	164.5292	0.1350649	151.5215	0.2337662	179.0427	0.2428571	184.9003	0.1948052	149.5504	0.1220779	189.502	0.07792208	131.9421	0.2363636	211.836	0.03506494	186.5872	0.1363636	186.0042	0.1558442	188.7625	0.1415584	169.9581	0.05064935	182.1443	0.04285714	187.4055	0.04415584	180.1046	0.1168831	210.2782	0.02077922	202.9138	0.09220779	171.5373	0.07142857	192.0314	0.2324675	193.7578	0.1064935	192.8594	0.1220779	203.4305	0.03506494	175.1447	0.3844156	182.0112	0.01428571	204.3372	0.1441558	195.4776	0.1506494	273.6827	0.02857143	250.5496	0.1220779	200.2899	0.6857143	254.5283	0.05844156	227.4864	0.09090909	218.1406	0.1935065	237.0515	0.5324675	223.59	0.112987	278.9862	0.09220779	260.8826	0.1454545	253.0518	0.261039	291.4117	0.04285714
NEGATIVE	5490369	128.6155	0.07532468	136.5988	0.2363636	128.5343	0.6532468	154.4255	0.01038961	181.4266	0.03116883	112.1521	0.1805195	169.1541	0.002597403	163.9202	0.1662338	130.1639	0.6142857	141.9696	0.5545455	151.3693	0.3922078	133.0605	0.6623377	182.635	0.1935065	172.6653	0.3922078	130.525	0.4545455	180.0439	0.1675325	128.2302	0.3077922	162.0576	0.6532468	163.1807	0.5077922	204.7381	0.03376623	179.5746	0.2545455	161.528	0.1051948	160.5432	0.2363636	170.3312	0.1909091	163.0272	0.4233766	157.998	0.6558442	173.9462	0.5051948	157.1477	0.2623377	173.4896	0.561039	170.8421	0.4909091	186.0253	0.2181818	174.0429	0.3909091	197.8382	0.06753246	134.2232	0.6207792	189.0191	0.3753247	166.9805	0.5922078	198.0614	0.7597402	229.5739	0.3506494	231.3537	0.2974026	204.3965	0.651948	201.5732	0.3701299	196.4919	0.4935065	249.252	0.3896104	222.6965	0.1207792	256.2738	0.3012987	261.3226	0.138961	292.7587	0.02727273	270.0478	0.1688312
NEGATIVE	5550138	117.16	0.3324675	152.6729	0.02857143	182.3267	0.003896104	151.5156	0.01558442	172.6771	0.06883117	114.9405	0.1324675	124.2054	0.1038961	202.2021	0.001298701	153.725	0.1220779	180.3112	0.02467532	188.1378	0.01298701	173.9482	0.02467532	220.5331	0.003896104	202.4791	0.05714286	120.6823	0.6246753	229.6318	0.001298701	177.9019	0.001298701	197.9934	0.0961039	177.5602	0.2545455	200.8024	0.04025974	201.0578	0.05064935	185.8083	0.01298701	166.8886	0.1506494	226.115	0.002597403	171.094	0.2623377	193.32	0.1090909	184.1056	0.3194805	189.7628	0.01038961	220.9144	0.02077922	205.8922	0.03766234	211.5217	0.01948052	187.4523	0.1571429	213.1317	0.01688312	165.85	0.08831169	208.0934	0.1051948	214.6904	0.03246753	256.5467	0.09350649	286.8039	0.003896104	244.4063	0.1441558	260.1546	0.03896104	221.135	0.1337662	210.0526	0.2948052	267.2472	0.1909091	235.6523	0.04415584	288.6762	0.05064935	281.4824	0.03506494	269.7762	0.1025974	275.4933	0.1246753
NEGATIVE	5550168	109.6358	0.5428572	131.7122	0.3818182	147.7437	0.2155844	113.1275	0.6207792	142.4682	0.5766234	106.3526	0.3194805	128.6396	0.05454545	169.875	0.07922078	125.6639	0.6935065	138.6313	0.6376624	132.7375	0.7454545	140.1835	0.5012987	155.46	0.6532468	165.1517	0.5285714	146.888	0.1558442	165.3571	0.4376623	145.1574	0.06883117	182.8383	0.3077922	168.8187	0.4181818	170.2139	0.4116883	159.3721	0.5974026	132.9435	0.625974	151.491	0.4272727	161.9585	0.3428572	139.2426	0.7623377	153.797	0.7051948	186.9608	0.2727273	156.7455	0.2701299	205.7713	0.08181818	184.7007	0.2220779	176.774	0.3597403	187.6642	0.1506494	179.1474	0.3272727	166.3784	0.08181818	186.6285	0.4233766	179.6055	0.374026	222.2097	0.5155844	220.5779	0.4948052	216.5625	0.5272727	200.752	0.6805195	202.1211	0.361039	208.3898	0.3168831	229.9422	0.612987	210.3985	0.2272727	259.7269	0.2571429	258.3522	0.1662338	243.1066	0.4	271.1725	0.1545455
NEGATIVE	5550309	119.0496	0.2792208	136.6911	0.2350649	145.7824	0.2467532	110.6363	0.6727273	162.7912	0.1623377	96.89914	0.6077922	104.5882	0.5701299	161.5561	0.1961039	146.9389	0.2532468	169.2802	0.06753246	179.4849	0.02727273	144.4295	0.4038961	171.1939	0.3714286	216.7984	0.007792208	119.1779	0.6584415	173.1157	0.2831169	139.6057	0.1246753	178.2662	0.3935065	158.7324	0.5753247	179.4602	0.2337662	175.567	0.3142857	128.4801	0.6805195	153.7515	0.3779221	163.7257	0.3077922	154.4947	0.6142857	152.8	0.7142857	204.4083	0.08051948	163.3804	0.1779221	223.9656	0.01298701	162.2099	0.6285715	183.1525	0.2701299	193.1484	0.08571429	179.4843	0.3155844	133.3726	0.635065	213.1842	0.07532468	187.3979	0.2376623	207.3441	0.6909091	224.592	0.4207792	214.0694	0.5558441	225.8379	0.3649351	201.7854	0.3688312	167.521	0.7922078	256.6521	0.3064935	171.5605	0.7025974	243.0606	0.4558442	235.1998	0.4428571	245.2531	0.374026	229.5627	0.6025974
NEGATIVE	5550424	104.0881	0.6454545	141.8918	0.1467533	124.4959	0.7337663	125.7569	0.3298701	144.8118	0.5311688	100.0811	0.5246753	113.5814	0.3142857	155.6582	0.338961	136.1949	0.4844156	141.9198	0.5558441	161.7663	0.1753247	138.9115	0.5337662	175.6621	0.2922078	169.6585	0.4402598	122.077	0.6051948	142.896	0.7597402	139.8578	0.1207792	152.7205	0.7298701	153.1689	0.6506494	170.0316	0.4194805	165.0753	0.5077922	140.7019	0.4506494	156.5663	0.3051948	147.8671	0.6142857	165.163	0.3779221	167.4999	0.5311688	180.4732	0.3857143	154.0046	0.3233766	196.2779	0.1623377	153.5483	0.7051948	174.9983	0.4051948	158.9585	0.648052	154.6904	0.6948052	164.4824	0.1064935	173.9453	0.6298701	180.7563	0.3571429	227.3226	0.4311688	227.2345	0.3805195	228.5568	0.3402597	234.8265	0.2402597	187.5661	0.5961039	194.647	0.5194805	234.4932	0.5623376	181.5577	0.5987013	281.1021	0.07792208	279.4943	0.04285714	232.5281	0.5467532	264.7206	0.2207792
NEGATIVE	5560092	92.72021	0.8701299	105.3885	0.8493506	117.6763	0.8194805	115.8592	0.5415584	117.2674	0.9350649	89.54752	0.7857143	88.41133	0.925974	120.051	0.9285714	127.5315	0.6584415	122.9016	0.8597403	117.7325	0.9402598	99.37028	0.9974026	132.0117	0.8597403	119.7847	0.9948052	110.444	0.7779221	121.285	0.974026	88.09875	0.9701298	126.8286	0.974026	124.591	0.9311689	117.4114	0.9961039	123.402	0.9753247	108.0379	0.9116883	112.3102	0.9506493	117.5488	0.9597403	124.9556	0.9220779	129.3369	0.9337662	135.8579	0.9168831	123.833	0.7844156	141.9409	0.8896104	133.8686	0.9116883	137.673	0.861039	123.0096	0.9701298	126.9381	0.9623377	110.5549	0.8909091	140.8567	0.9220779	134.0422	0.8844156	195.3284	0.7662337	164.7609	0.9805195	174.422	0.8896104	173.5341	0.8922078	156.9308	0.8584415	158.0454	0.874026	189.4662	0.8792208	143.1374	0.9285714	179.5452	0.9506493	175.4472	0.9142857	172.4435	0.9675325	191.694	0.8428571
NEGATIVE	5560458	103.4526	0.6623377	134.0247	0.3090909	151.4384	0.1571429	103.7488	0.7857143	144.9306	0.5233766	103.3397	0.4233766	125.4581	0.08961039	138.0078	0.6974026	130.8268	0.5974026	163.9089	0.1194805	143.7856	0.5571429	146.3448	0.3493507	157.5273	0.6181818	159.0316	0.6246753	132.3141	0.4285714	170.3048	0.3324675	120.5146	0.5064935	173.0605	0.5	150.1507	0.6922078	153.4634	0.6636364	156.1502	0.6415585	124.7678	0.7194805	135.536	0.6961039	164.1188	0.2974026	152.5401	0.6441559	171.8649	0.4493507	164.1159	0.648052	136.6466	0.6610389	178.6492	0.4766234	168.5594	0.5311688	172.6918	0.451948	172.8593	0.4233766	175.1198	0.387013	134.2564	0.6194805	189.7711	0.3597403	171.476	0.5220779	233.7739	0.3285714	233.7162	0.2974026	231.0657	0.3025974	218.3512	0.474026	167.4809	0.7766234	200.9498	0.4181818	240.7016	0.4896104	159.3656	0.7922078	270.2957	0.1428571	233.0157	0.4688312	216.1784	0.6935065	237.2651	0.5103896
NEGATIVE	5560598	112.5692	0.4493507	131.913	0.3701299	151.8813	0.1493506	113.5138	0.6077922	159.674	0.2207792	90.69011	0.7623377	123.2431	0.1168831	161.7397	0.1935065	132.9692	0.5597402	146.8003	0.451948	139.896	0.6285715	146.4046	0.3480519	173.0858	0.3350649	182.3719	0.2233766	137.9496	0.3181818	166.7756	0.4025974	120.6135	0.5025974	182.9318	0.3038961	167.9446	0.4402598	177.6571	0.2662338	189.1424	0.1337662	150.8941	0.2636364	153.3154	0.3896104	150.1096	0.5662338	184.0585	0.08311688	173.7224	0.4077922	193.2133	0.1818182	136.835	0.6571429	178.5784	0.4779221	150.1988	0.7480519	165.7012	0.5909091	190.1393	0.1155844	185.2085	0.2246753	154.6354	0.2207792	201.7662	0.1792208	183.5304	0.3116883	235.7539	0.2961039	218.4402	0.525974	233.5444	0.2597403	210.6423	0.5792208	222.3553	0.1272727	180.9675	0.6753247	279.4367	0.08051948	193.5824	0.438961	249.4399	0.3857143	228.1112	0.5155844	249.4533	0.3285714	246.236	0.4103896
NEGATIVE	5570327	96.77749	0.7909091	100.0114	0.951948	109.9287	0.9285714	89.96008	0.9688312	115.1786	0.9532468	74.62981	0.9974026	83.26061	0.9805195	119.3899	0.9298701	106.4641	0.9675325	113.9108	0.9688312	120.6804	0.9064935	119.8388	0.8285714	126.9894	0.9311689	133.5162	0.8701299	93.54228	0.9831169	155.2598	0.6038961	81.59137	0.9974026	123.5068	0.9922078	132.5773	0.8428571	127.7122	0.9298701	128.64	0.9272727	101.53	0.9805195	112.2548	0.951948	120.1784	0.9246753	113.2381	0.9883117	129.7747	0.925974	127.2496	0.9857143	114.4373	0.9051948	131.6903	0.9792208	125.9306	0.9714286	141.4707	0.8103896	119.1242	0.9922078	130.052	0.9324675	107.1928	0.9441559	138.8289	0.9376624	130.0335	0.9376624	194.9062	0.7701299	176.9291	0.9038961	160.8273	0.9753247	158.7895	0.9857143	147.5665	0.9467533	162.8656	0.8272727	192.7471	0.8532467	151.2802	0.8688312	163.5244	0.9987013	171.9935	0.9324675	161.4565	0.9922078	198.915	0.7922078
NEGATIVE	5570403	128.0186	0.08441558	148.7882	0.06103896	137.669	0.438961	131.4261	0.2064935	154.4801	0.312987	123.153	0.04285714	128.4345	0.05714286	158.0759	0.2805195	146.7981	0.2545455	161.3895	0.1493506	153.5172	0.3441558	161.3113	0.0987013	191.8732	0.09350649	195.131	0.1	145.5017	0.1688312	178.0164	0.1935065	142.2739	0.09740259	182.8645	0.3051948	184.4025	0.1675325	181.1267	0.2025974	197.2496	0.06493507	126.8052	0.7025974	160.6458	0.2337662	166.4561	0.2441558	169.2401	0.2922078	197.3132	0.06883117	182.4465	0.3480519	155.9362	0.2844156	193.9722	0.2	199.1143	0.05844156	164.1199	0.6155844	165.2446	0.5584416	186.5665	0.2012987	156.8185	0.1909091	204.3801	0.1428571	202.2248	0.09220779	232.3284	0.3441558	235.0273	0.2831169	245.3974	0.1324675	223.474	0.3909091	213.5141	0.2246753	226.8159	0.09740259	268.8128	0.1675325	212.8064	0.2090909	271.3423	0.138961	269.9855	0.08441558	253.5296	0.2519481	270.0513	0.1675325
NEGATIVE	5670356	121.1253	0.2220779	140.8739	0.1597403	157.434	0.09350649	129.2285	0.2415584	176.5477	0.04285714	98.38507	0.5662338	110.5526	0.4025974	170.9507	0.07012987	125.6477	0.6961039	177.3432	0.03896104	139.8167	0.6337662	148.8646	0.2948052	160.591	0.5688311	172.947	0.3805195	148.6268	0.1363636	182.4693	0.138961	132.6014	0.2272727	208.0395	0.05064935	170.6296	0.3857143	188.8509	0.1181818	167.6381	0.4662338	164.667	0.06883117	154.3281	0.3623376	159.7767	0.3896104	185.4626	0.06363636	199.9089	0.05714286	210.3454	0.04935065	173.3304	0.06363636	197.0958	0.1558442	177.8198	0.3298701	186.3351	0.2142857	171.6822	0.4454545	175.8455	0.3688312	148.7358	0.3467532	189.8267	0.3584416	179.6861	0.3727273	226.9887	0.4350649	225.8471	0.4012987	214.8904	0.5389611	245.0463	0.1285714	190.7833	0.5558441	216.4124	0.2090909	252.9667	0.3467532	223.2356	0.1168831	228.1343	0.6311688	234.4453	0.4506494	256.0246	0.2220779	257.4886	0.2909091
NEGATIVE	5670414	125.7745	0.1207792	136.523	0.2402597	167.2334	0.02857143	125.986	0.3233766	148.3741	0.4350649	118.991	0.07662338	117.1347	0.238961	181.7694	0.02207792	152.7018	0.1454545	161.2965	0.1506494	161.6903	0.1779221	153.0361	0.2025974	193.1848	0.07922078	184.3456	0.2012987	127.7828	0.5025974	192.987	0.05584415	145.2701	0.06753246	215.546	0.01688312	178.0109	0.2454545	186.0686	0.1532468	183.1838	0.2103896	158.9204	0.1376623	165.9812	0.1597403	190.7832	0.03246753	191.7503	0.02987013	180.1232	0.2792208	174.9837	0.4844156	149.8524	0.4090909	178.8076	0.474026	212.5029	0.01818182	189.1728	0.1662338	175.1726	0.3662338	176.2857	0.3649351	163.3596	0.1207792	211.853	0.08051948	194.2571	0.1597403	248.9804	0.1493506	239.7641	0.2207792	211.6961	0.5857143	236.264	0.2116883	230.2742	0.06883117	255.1335	0.006493506	264.7663	0.2103896	188.2062	0.5142857	280.2616	0.08051948	246.9617	0.2909091	246.7977	0.3571429	245.7484	0.4155844
NEGATIVE	5690138	104.3147	0.6376624	126.093	0.5220779	117.6546	0.8207792	125.8025	0.3285714	137.6517	0.6675324	100.5618	0.5090909	103.955	0.5948052	136.7241	0.7181818	117.3626	0.8311688	136.4756	0.674026	140.1312	0.6246753	144.8543	0.3935065	168.2211	0.4155844	178.1793	0.2935065	117.4181	0.6883117	129.2603	0.9012987	111.0601	0.6831169	164.1006	0.635065	168.8062	0.4194805	157.5885	0.6012987	148.3278	0.7233766	139.2904	0.4896104	168.0179	0.1428571	139.2896	0.7285714	153.9215	0.6285715	166.7381	0.5441558	178.2271	0.4220779	137.9204	0.6441559	169.3557	0.612987	181.872	0.2662338	152.3341	0.7324675	155.4018	0.6792208	176.6435	0.3584416	122.5907	0.7649351	170.9282	0.6792208	156.0061	0.7077922	207.74	0.687013	217.8987	0.5337662	214.394	0.5506493	217.2715	0.4883117	188.0072	0.5883117	201.8125	0.4077922	215.7581	0.7298701	189.1124	0.4987013	251.5828	0.3571429	257.2079	0.1831169	260.6334	0.1857143	244.345	0.4415585
NEGATIVE	5690327	103.1872	0.6688312	130.8714	0.4103896	124.2765	0.7363636	120.8711	0.4350649	133.171	0.7350649	93.04446	0.7194805	96.3746	0.761039	124.5456	0.874026	120.4286	0.7779221	128.4353	0.7831169	137.4501	0.6857143	132.0372	0.6766234	164.976	0.4831169	143.7083	0.7675325	105.7737	0.8376623	165.3812	0.4350649	157.1522	0.01948052	147.4277	0.787013	156.2574	0.6155844	146.7854	0.7337663	151.0654	0.6987013	118.1858	0.7792208	150.6844	0.4441558	154.7477	0.4896104	160.3767	0.4662338	164.2101	0.5896104	164.1568	0.6467533	136.1085	0.6701299	159.6801	0.7233766	156.9249	0.6831169	154.6298	0.712987	160.6878	0.6298701	174.5775	0.3987013	123.3303	0.7558442	179.5572	0.5519481	167.6692	0.5766234	213.0239	0.6363636	224.4485	0.4233766	228.0457	0.3480519	192.2365	0.7519481	198.6875	0.4194805	188.9332	0.6064935	237.7507	0.525974	185.7272	0.548052	234.8273	0.5701299	176.3353	0.9077922	220.001	0.6701299	205.2581	0.7597402
NEGATIVE	5690524	98.33986	0.7636364	121.523	0.6025974	148.383	0.2077922	110.0644	0.6883117	143.3117	0.5623376	103.3452	0.4207792	105.3447	0.5545455	154.852	0.3532467	143.701	0.3207792	133.94	0.712987	154.156	0.3311688	138.9042	0.5350649	150.9566	0.6922078	171.8164	0.4077922	138.0734	0.3155844	181.1954	0.1545455	129.5604	0.2766234	177.4722	0.412987	175.3231	0.2909091	152.7934	0.6701299	183.3025	0.2090909	135.701	0.5805195	171.1879	0.1064935	161.3855	0.3545454	170.2012	0.2844156	182.3577	0.2428571	163.6087	0.6571429	160.2657	0.2207792	198.6718	0.1376623	178.5209	0.3155844	156.8911	0.6948052	164.612	0.5701299	167.8345	0.5285714	130.5326	0.6753247	194.8838	0.2844156	181.4748	0.3428572	217.1169	0.5896104	223.9108	0.4363636	253.5368	0.07662338	228.3683	0.3194805	194.3681	0.4896104	213.5228	0.2519481	220.1547	0.7	177.2812	0.6545454	230.126	0.6142857	224.5676	0.5532467	239.9016	0.438961	242.206	0.4571429
NEGATIVE	5700019	96.65771	0.7922078	117.4396	0.6792208	129.6926	0.6272727	101.8449	0.8116883	120.85	0.8896104	108.1767	0.2636364	90.20477	0.8922078	134.5919	0.7571428	119.3563	0.7909091	127.1208	0.8025974	131.871	0.7584416	130.3746	0.7012987	131.9984	0.861039	126.7439	0.9402598	109.6925	0.7961039	143.1833	0.7571428	88.85872	0.9649351	153.4855	0.7246753	123.0823	0.9467533	140.2437	0.7896104	160.9302	0.5792208	120.8181	0.7532467	127.9672	0.7766234	122.6901	0.9	122.5751	0.9363636	124.3676	0.9805195	148.3064	0.7883117	121.0428	0.8246753	155.2744	0.7545455	151.3753	0.7311688	140.4556	0.825974	164.0951	0.5766234	141.9841	0.7987013	122.2318	0.7688312	142.8604	0.8935065	169.2489	0.5532467	201.0668	0.7415584	207.7145	0.6584415	172.1473	0.9025974	195.912	0.7155844	160.2006	0.8389611	178.2645	0.6987013	203.5639	0.7883117	143.2628	0.9272727	198.0172	0.8181818	182.433	0.8623376	192.8176	0.8194805	171.6411	0.974026
NEGATIVE	5700037	92.19603	0.8831169	109.4742	0.7753247	103.0799	0.987013	92.81811	0.951948	113.6898	0.9701298	91.59142	0.7493507	92.72948	0.8389611	131.1016	0.8012987	124.4829	0.7181818	126.9492	0.8077922	137.0452	0.6948052	115.8696	0.8883117	127.7751	0.9155844	130.7204	0.9103896	100.1365	0.9246753	123.7857	0.9558442	95.95711	0.8831169	128.0351	0.9662338	127.2864	0.9116883	139.8446	0.7948052	142.0217	0.7805195	109.1994	0.9	106.5307	0.9883117	125.3823	0.8727273	119.4833	0.9623377	148.9042	0.7493507	153.7259	0.7571428	118.2967	0.8532467	137.1933	0.9324675	129.8222	0.9428571	145.3235	0.7701299	122.4826	0.9753247	127.1101	0.9610389	106.9707	0.9467533	138.0915	0.9467533	133.8714	0.8883117	175.9907	0.9181818	176.5819	0.9103896	178.9252	0.8532467	178.599	0.8467532	147.9942	0.9415584	161.8236	0.8389611	177.9652	0.9571428	123.9781	0.9961039	179.3644	0.951948	168.7116	0.9454545	185.7149	0.8766234	196.2149	0.8103896
NEGATIVE	5700445	125.1443	0.1311688	132.7851	0.3428572	139.3111	0.4012987	125.2893	0.3402597	144.1477	0.548052	92.11988	0.7428572	117.6062	0.2298701	166.9933	0.1220779	140.2193	0.3909091	145.8504	0.4779221	162.0753	0.1714286	141.4829	0.4649351	152.6504	0.6701299	172.4953	0.3935065	134.9235	0.3727273	157.9172	0.5701299	111.3074	0.6779221	189.6651	0.1935065	182.9108	0.1831169	143.1563	0.7623377	168.3246	0.4532467	152.0647	0.2532468	166.5281	0.1532468	170.9993	0.1831169	158.4988	0.5155844	167.3493	0.5363637	182.2915	0.3493507	184.5633	0.02207792	184.6906	0.3649351	177.722	0.3337662	179.1233	0.3285714	160.954	0.625974	179.4006	0.3194805	148.584	0.3493507	198.0148	0.2415584	181.1107	0.3493507	239.7481	0.2415584	209.8954	0.6402597	219.9196	0.4792208	224.5308	0.3779221	201.1742	0.3753247	193.5294	0.5376623	257.486	0.3025974	216.6249	0.1675325	289.2573	0.04935065	229.9123	0.5012987	247.6163	0.3454545	233.8791	0.5493507
NEGATIVE	5720082	109.9713	0.5311688	127.4558	0.4909091	137.6325	0.4402598	113.795	0.6025974	156.7272	0.2727273	102.4983	0.4428571	149.2227	0.007792208	142.7785	0.6090909	126.9945	0.6727273	113.8544	0.9701298	152.799	0.3571429	134.3703	0.6363636	185.0847	0.1675325	146.0723	0.7519481	127.9096	0.5012987	155.2711	0.6025974	111.9701	0.6701299	167.1259	0.5922078	171.1383	0.3727273	147.6823	0.7272727	171.9825	0.3909091	156.8661	0.174026	155.34	0.3363636	154.7007	0.4935065	166.7783	0.3467532	169.3637	0.4961039	177.0047	0.4506494	138.1259	0.6363636	177.7427	0.4935065	175.9379	0.374026	159.1647	0.6675324	167.1399	0.5155844	160.2328	0.6311688	150.1864	0.3168831	189.0311	0.374026	184.5726	0.2896104	211.7565	0.6545454	211.5354	0.6207792	220.8301	0.4597403	217.3994	0.4857143	190.9391	0.5545455	215.4825	0.2207792	258.6593	0.2844156	191.5354	0.4688312	236.8847	0.5389611	238.5501	0.3909091	243.918	0.3909091	280.7408	0.08701298
NEGATIVE	5720114	118.5605	0.2974026	132.4019	0.3584416	141.2125	0.3415585	132.0803	0.1896104	149.5774	0.4090909	115.7425	0.1116883	105.7825	0.5441558	156.882	0.3142857	151.728	0.1584416	133.766	0.7155844	145.7135	0.5168831	127.5025	0.738961	157.5716	0.6168831	177.4472	0.3038961	128.7767	0.4896104	167.5182	0.3922078	103.628	0.7792208	174.1057	0.487013	170.562	0.3896104	186.7577	0.1415584	180.6953	0.2363636	140.9647	0.4441558	149.8289	0.4701299	155.5699	0.4753247	160.3163	0.4688312	160.6825	0.6402597	167.6035	0.6038961	157.0394	0.2662338	207.4734	0.06753246	174.6786	0.4142857	198.7014	0.07792208	178.9926	0.2974026	190.3118	0.151948	129.1146	0.6844156	200.6488	0.1974026	166.4535	0.6025974	260.4143	0.07662338	213.9686	0.5844156	214.7533	0.5415584	226.1406	0.3571429	227.3441	0.09220779	193.2829	0.5467532	250.5308	0.3727273	196.1728	0.4090909	247.0867	0.4220779	243.314	0.3272727	267.6114	0.1233766	246.8369	0.4025974
NEGATIVE	5720164	126.5108	0.1155844	129.1794	0.4506494	131.8463	0.5779221	122.5608	0.3987013	171.8643	0.07272727	101.0841	0.4896104	122.438	0.1350649	174.8978	0.05194805	129.9816	0.6220779	143.1151	0.5415584	153.2205	0.3506494	154.3576	0.1831169	176.5105	0.2766234	207.8068	0.03636364	133.707	0.4	172.9015	0.2909091	138.9357	0.1324675	171.4481	0.5311688	187.5972	0.1246753	178.5542	0.2519481	185.0373	0.1844156	162.4605	0.09350649	152.7996	0.4012987	177.1632	0.1077922	164.672	0.3857143	189.6246	0.1350649	178.8247	0.4077922	161.0408	0.212987	201.7682	0.1090909	207.659	0.03246753	182.5726	0.2818182	163.554	0.5909091	201.0759	0.04805195	145.4264	0.4155844	210.9889	0.08571429	175.3077	0.4506494	217.779	0.5818182	204.574	0.6857143	289.1713	0.006493506	260.2868	0.03766234	196.636	0.4441558	212.4328	0.261039	268.9278	0.1662338	182.773	0.587013	231.6121	0.6038961	237.9615	0.3961039	229.4457	0.5857143	256.0385	0.312987
