TargetID	ProbeID	590.AVG_Signal	590.Detection Pval	592.AVG_Signal	592.Detection Pval	593.AVG_Signal	593.Detection Pval	594.AVG_Signal	594.Detection Pval	595.AVG_Signal	595.Detection Pval	596.AVG_Signal	596.Detection Pval	597.AVG_Signal	597.Detection Pval	598.AVG_Signal	598.Detection Pval	599.AVG_Signal	599.Detection Pval	600.AVG_Signal	600.Detection Pval	601.AVG_Signal	601.Detection Pval	603.AVG_Signal	603.Detection Pval	607.AVG_Signal	607.Detection Pval	608.AVG_Signal	608.Detection Pval	609.AVG_Signal	609.Detection Pval	612.AVG_Signal	612.Detection Pval	613.AVG_Signal	613.Detection Pval	614.AVG_Signal	614.Detection Pval	615.AVG_Signal	615.Detection Pval	616.AVG_Signal	616.Detection Pval	617.AVG_Signal	617.Detection Pval	618.AVG_Signal	618.Detection Pval	619.AVG_Signal	619.Detection Pval	623.AVG_Signal	623.Detection Pval	626.AVG_Signal	626.Detection Pval	627.AVG_Signal	627.Detection Pval	628.AVG_Signal	628.Detection Pval	629.AVG_Signal	629.Detection Pval	630.AVG_Signal	630.Detection Pval	631.AVG_Signal	631.Detection Pval	632.AVG_Signal	632.Detection Pval	634.AVG_Signal	634.Detection Pval	635.AVG_Signal	635.Detection Pval	636.AVG_Signal	636.Detection Pval	637.AVG_Signal	637.Detection Pval	638.AVG_Signal	638.Detection Pval	639.AVG_Signal	639.Detection Pval	640.AVG_Signal	640.Detection Pval	641.AVG_Signal	641.Detection Pval	642.AVG_Signal	642.Detection Pval	643.AVG_Signal	643.Detection Pval	645.AVG_Signal	645.Detection Pval	646.AVG_Signal	646.Detection Pval	647.AVG_Signal	647.Detection Pval	648.AVG_Signal	648.Detection Pval	649.AVG_Signal	649.Detection Pval	650.AVG_Signal	650.Detection Pval	651.AVG_Signal	651.Detection Pval
BIOTIN	5090180	27849.5	0.00	33307.15	0.00	30138.18	0.00	26075.29	0.00	28665.67	0.00	23484.03	0.00	27657.44	0.00	32868.32	0.00	31647.47	0.00	34870.42	0.00	32356.18	0.00	30827.06	0.00	32749.23	0.00	32130.87	0.00	23538.74	0.00	30228.86	0.00	24253.04	0.00	30361.78	0.00	28634.78	0.00	31214.42	0.00	31681.94	0.00	27138.36	0.00	28578.4	0.00	28671.1	0.00	33881.16	0.00	33864.71	0.00	39151.4	0.00	28263.81	0.00	31919.89	0.00	33435.96	0.00	34332.76	0.00	31796.8	0.00	32927.5	0.00	28831.58	0.00	36441.37	0.00	37805.41	0.00	32347.72	0.00	29805.77	0.00	27523.3	0.00	31955.42	0.00	29999.9	0.00	27311.58	0.00	30266	0.00	26970.7	0.00	33431.02	0.00	28572.36	0.00	29861.39	0.00	33940.41	0.00
BIOTIN	6510136	24271.59	0.00	29720.9	0.00	26268.36	0.00	25328.72	0.00	31633.14	0.00	21896.02	0.00	24460.14	0.00	32939.95	0.00	29166.27	0.00	31333.16	0.00	30358.75	0.00	31297.55	0.00	29298.06	0.00	31186.13	0.00	23413.09	0.00	28069.57	0.00	22252.44	0.00	29750.42	0.00	28306.46	0.00	26834.95	0.00	29833.54	0.00	24729.05	0.00	26115.88	0.00	29371.13	0.00	31142.27	0.00	31971.43	0.00	33274.55	0.00	28302.09	0.00	35139.88	0.00	33455.74	0.00	33169.21	0.00	33047.56	0.00	30695.11	0.00	26643.55	0.00	38004.95	0.00	33352.29	0.00	32528.42	0.00	29301.96	0.00	25656.91	0.00	30711.96	0.00	27556.02	0.00	24781.67	0.00	33302.54	0.00	26038.9	0.00	35485.15	0.00	31327.17	0.00	28470.73	0.00	26712.53	0.00
CY3_HYB	1110170	28783.12	0.00	35094.29	0.00	38160.23	0.00	28240.75	0.00	36481.13	0.00	27211.99	0.00	28304.01	0.00	38279.06	0.00	36666.78	0.00	38941.97	0.00	37897.66	0.00	38868.86	0.00	35640.12	0.00	35654.86	0.00	26788.79	0.00	35054.75	0.00	26584.2	0.00	35850.08	0.00	34588.49	0.00	35829.68	0.00	34465.88	0.00	30723.73	0.00	31486.82	0.00	31964.15	0.00	35037.68	0.00	38755.73	0.00	42706.14	0.00	30700.25	0.00	37976.62	0.00	35943.46	0.00	36454.11	0.00	33957.02	0.00	34981.05	0.00	29949.41	0.00	42951.96	0.00	39651.94	0.00	38187.29	0.00	38094.62	0.00	36400.32	0.00	36023.54	0.00	34024.65	0.00	31771.34	0.00	35540.65	0.00	28721.52	0.00	35771.8	0.00	33732.63	0.00	36875.38	0.00	30749.98	0.00
CY3_HYB	1450438	674.7545	0.00	791.4839	0.00	731.7856	0.00	658.0804	0.00	748.7386	0.00	450.2412	0.00	545.7737	0.00	872.7673	0.00	778.428	0.00	807.1865	0.00	871.4685	0.00	749.849	0.00	883.3957	0.00	846.1074	0.00	638.7248	0.00	832.2952	0.00	564.3096	0.00	906.269	0.00	768.584	0.00	841.2482	0.00	866.9895	0.00	716.9355	0.00	796.8712	0.00	799.8842	0.00	833.7164	0.00	900.4882	0.00	893.8666	0.00	717.6411	0.00	907.5076	0.00	917.1412	0.00	895.9708	0.00	870.4183	0.00	897.1462	0.00	680.1534	0.00	994.4411	0.00	926.1698	0.00	954.5168	0.00	959.1011	0.00	928.0301	0.00	900.5582	0.00	793.7384	0.00	738.9771	0.00	954.9515	0.00	760.5016	0.00	921.2214	0.00	975.787	0.00	1004.716	0.00	978.8449	0.00
CY3_HYB	2510500	5924.518	0.00	6822.483	0.00	5900.937	0.00	5172.388	0.00	6540.314	0.00	4269.038	0.00	4872.73	0.00	7021.202	0.00	6658.712	0.00	6430.765	0.00	7103.6	0.00	6212.877	0.00	6883.242	0.00	7063.828	0.00	5401.938	0.00	6875.614	0.00	4746.289	0.00	7171.636	0.00	6539.991	0.00	6748.193	0.00	6672.627	0.00	5782.756	0.00	6145.045	0.00	6363.005	0.00	7152.696	0.00	7142.074	0.00	7090.268	0.00	6136.422	0.00	7992.33	0.00	7393.395	0.00	7269.448	0.00	7149.416	0.00	7093.078	0.00	6196.544	0.00	7766.731	0.00	7038.965	0.00	6953.793	0.00	7455.4	0.00	7187.97	0.00	7262.968	0.00	6590.733	0.00	6038.549	0.00	6797.897	0.00	5509.635	0.00	7024.726	0.00	7238.786	0.00	7392.261	0.00	7449.788	0.00
CY3_HYB	4010327	22348.46	0.00	27382.25	0.00	25145.9	0.00	21973.45	0.00	26844.96	0.00	19151.49	0.00	20802.02	0.00	30998.47	0.00	27075.8	0.00	29548.9	0.00	27627.97	0.00	28789.9	0.00	27506.35	0.00	28901.37	0.00	23842.2	0.00	28532.4	0.00	19570.38	0.00	27123.18	0.00	26349.09	0.00	28821.78	0.00	27106.5	0.00	23376.42	0.00	23569.87	0.00	23675.08	0.00	26724.84	0.00	26732.3	0.00	27371.5	0.00	25651.74	0.00	29223.38	0.00	27290.27	0.00	28205.34	0.00	30177.76	0.00	27458.93	0.00	23250.62	0.00	32930.24	0.00	30387.62	0.00	31016.25	0.00	28230.45	0.00	28229.77	0.00	26934.69	0.00	25032.14	0.00	24086.4	0.00	28919.53	0.00	20633.11	0.00	27229.49	0.00	26334.18	0.00	30825.32	0.00	26242.21	0.00
CY3_HYB	4610291	4786.824	0.00	5534.802	0.00	5261.478	0.00	4471.079	0.00	5585.887	0.00	3392.769	0.00	3845.442	0.00	5955.649	0.00	5581.49	0.00	5573.81	0.00	6350.836	0.00	5539.632	0.00	5951.383	0.00	5729.11	0.00	4707.271	0.00	5611.573	0.00	4130.557	0.00	6364.662	0.00	5673.339	0.00	5916.954	0.00	5813.675	0.00	5204.91	0.00	5240.215	0.00	5457.231	0.00	6121.748	0.00	6075.037	0.00	5956.335	0.00	5680.378	0.00	6406.377	0.00	6558.04	0.00	6360.433	0.00	5692.293	0.00	6157.609	0.00	4918.452	0.00	6674.933	0.00	6243.211	0.00	5863.529	0.00	6327.296	0.00	5673.338	0.00	5934.03	0.00	5291.406	0.00	4908.417	0.00	5827.012	0.00	4628.718	0.00	6268.523	0.00	5712.817	0.00	6241.362	0.00	6073.669	0.00
CY3_HYB	7560739	483.9395	0.00	584.9271	0.00	558.5232	0.00	466.0435	0.00	607.1985	0.00	379.4483	0.00	411.2729	0.00	635.2506	0.00	557.0247	0.00	596.6082	0.00	661.3802	0.00	640.6134	0.00	700.3185	0.00	693.1478	0.00	520.0288	0.00	686.7133	0.00	495.7516	0.00	690.2268	0.00	654.8283	0.00	639.5759	0.00	659.72	0.00	529.8928	0.00	591.0349	0.00	715.8986	0.00	657.1137	0.00	686.688	0.00	768.2899	0.00	591.6334	0.00	705.5925	0.00	673.2587	0.00	725.9981	0.00	655.2485	0.00	700.1047	0.00	566.5542	0.00	761.3651	0.00	677.0646	0.00	789.9576	0.00	715.1063	0.00	706.4781	0.00	742.1117	0.00	619.3732	0.00	630.6069	0.00	771.5483	0.00	633.35	0.00	741.5206	0.00	726.8376	0.00	732.0022	0.00	764.044	0.00
ERCC-00002	430220	92.57367	0.874026	102.5039	0.9103896	115.6221	0.8532467	99.89506	0.8363636	117.7726	0.9285714	80.17166	0.9558442	83.8007	0.9753247	121.9026	0.9090909	125.5265	0.7012987	119.6507	0.9077922	115.5543	0.9597403	111.964	0.9376624	119.6851	0.9844156	111.2574	1	117.4272	0.687013	127.1791	0.9285714	87.67328	0.974026	145.4736	0.8	132.6742	0.8402597	131.9124	0.8818182	126.8189	0.9415584	100.4426	0.987013	122.0077	0.8545455	130.7549	0.8051948	136.246	0.7948052	120.2399	0.9935065	145.6448	0.8116883	118.8285	0.8428571	139.7041	0.9090909	140.3572	0.8402597	147.952	0.7532467	138.4711	0.8207792	141.5966	0.8064935	102.4124	0.9792208	142.9547	0.8922078	137.6947	0.8493506	178.5448	0.9	179.2129	0.8701299	163.377	0.9636363	172.2326	0.9012987	166.1409	0.7883117	163.6501	0.8194805	176.258	0.9649351	138.6756	0.9558442	185.9498	0.9116883	186.2815	0.8337662	190.2599	0.8324676	193.3927	0.825974
ERCC-00003	6370471	96.3908	0.7922078	107.464	0.8090909	114.0547	0.8688312	95.88437	0.9	127.0119	0.8246753	84.52379	0.8948052	102.8343	0.6272727	133.0003	0.7766234	108.11	0.9454545	126.5129	0.8155844	123.0314	0.8766234	120.8347	0.8168831	127.4501	0.9246753	122.7977	0.9714286	108.3678	0.8103896	123.5451	0.9584416	95.85229	0.8831169	136.3231	0.9103896	122.7076	0.9532468	136.5244	0.8246753	131.7585	0.8844156	127.8126	0.6883117	111.4909	0.9571428	128.8444	0.8272727	132.7733	0.8324676	135.8845	0.8597403	141.5087	0.8493506	127.4302	0.7493507	152.1788	0.7818182	141.6114	0.8298701	147.325	0.7597402	134.684	0.8597403	141.3056	0.8103896	127.7549	0.7	143.2031	0.8909091	138.5742	0.8402597	227.8965	0.4194805	171.7954	0.9441559	187.8048	0.7636364	167.5131	0.9376624	171.6709	0.7428572	143.1645	0.9688312	213.2748	0.738961	145.9857	0.9103896	178.9718	0.9532468	176.6712	0.9064935	188.5514	0.8597403	187.6464	0.8779221
ERCC-00004	6940240	92.44019	0.8753247	106.7451	0.825974	116.2066	0.8376623	98.81147	0.8597403	121.9049	0.8831169	71.60509	1	101.4171	0.6571429	119.0675	0.9311689	110.9426	0.9155844	114.9763	0.9597403	119.1747	0.925974	103.6633	0.9883117	131.2196	0.8675325	119.1864	0.9948052	101.3889	0.9038961	124.8578	0.9441559	91.69479	0.938961	129.1098	0.9584416	117.0362	0.9883117	131.3861	0.8896104	134.6574	0.851948	118.5867	0.774026	106.9291	0.987013	119.9303	0.925974	120.9962	0.9493507	120.7575	0.9909091	135.7933	0.9168831	116.8066	0.8753247	138.4729	0.9181818	110.0451	1	134.2296	0.9038961	137.1513	0.8298701	126.7276	0.9662338	104.4057	0.9623377	150.3077	0.8155844	128.3968	0.951948	175.1899	0.9246753	171.631	0.9454545	176.2815	0.8779221	178.7684	0.8441558	153.9865	0.8883117	156.4408	0.8792208	194.3438	0.8428571	153.272	0.851948	209.5769	0.7493507	152.7875	0.9948052	176.7035	0.9454545	177.9929	0.9350649
ERCC-00009	60372	109.1347	0.5558441	122.3124	0.5844156	120.3584	0.7805195	103.4139	0.7935065	134.5273	0.7220779	88.81775	0.7987013	107.6436	0.4961039	148.1257	0.4974026	122.6121	0.7402598	155.2479	0.2480519	132.6142	0.7480519	136.4353	0.6012987	142.2227	0.7532467	156.2842	0.6636364	111.9173	0.7545455	146.1507	0.7168831	107.3946	0.7298701	162.4934	0.6493506	152.2123	0.6675324	146.124	0.738961	165.3218	0.5038961	130.5281	0.6545454	133.4014	0.7207792	157.5167	0.4324675	141.5279	0.7454545	147.9469	0.7558442	161.7216	0.6753247	138.8542	0.6220779	171.5384	0.5883117	146.2778	0.7818182	148.0231	0.7532467	162.9181	0.6051948	154.0211	0.7025974	116.9515	0.8233766	169.8913	0.6922078	156.2566	0.7051948	220.3625	0.5415584	244.2343	0.1753247	258.9574	0.05324675	232.075	0.2766234	254.7594	0.002597403	233.3754	0.05454545	237.4177	0.5285714	197.0316	0.3948052	257.0764	0.2922078	238.1919	0.3922078	271.7772	0.0961039	283.6305	0.07142857
ERCC-00012	3870280	89.65723	0.9324675	96.94386	0.9792208	112.3644	0.8896104	105.4962	0.7623377	112.3116	0.9753247	108.8338	0.2493507	88.55824	0.9233766	112.5156	0.9896104	107.8116	0.9493507	120.2758	0.9012987	115.034	0.9662338	101.1453	0.9948052	129.0059	0.8974026	131.1754	0.9051948	89.14693	0.9935065	130.748	0.8831169	90.58021	0.951948	134.191	0.9311689	119.2016	0.9805195	126.4314	0.9402598	138.2151	0.8103896	99.69073	0.9883117	106.2263	0.9896104	118.3723	0.9467533	131.5642	0.8402597	128.0817	0.9415584	134.3237	0.9337662	116.1679	0.8792208	140.1569	0.9064935	130.9734	0.9337662	129.0012	0.9571428	132.6493	0.8844156	128.2767	0.9480519	121.7005	0.774026	140.2108	0.925974	118.0739	0.9974026	160.7894	0.9883117	168.8486	0.9597403	168.7085	0.9272727	174.746	0.8844156	164.4064	0.7987013	154.7813	0.8896104	169.9908	0.9857143	152.1475	0.8623376	178.8855	0.9545454	166.5455	0.9532468	183.8511	0.8987013	176.9866	0.938961
ERCC-00013	1010100	95.35954	0.8181818	105.5392	0.8467532	112.0971	0.8922078	105.5173	0.7623377	122.4188	0.8805195	90.94421	0.7571428	88.29467	0.9272727	122.4361	0.9012987	113.0053	0.8909091	125.4727	0.8285714	137.1716	0.6896104	129.4699	0.7038961	131.699	0.8662338	139.7372	0.8090909	120.9327	0.6194805	147.8641	0.7038961	89.29646	0.9584416	141.1999	0.8532467	130.7749	0.8714285	133.7554	0.8636364	136.9527	0.8233766	112.9434	0.848052	130.3806	0.7480519	123.8678	0.8883117	130.0742	0.8623376	156.3251	0.687013	138.417	0.8909091	114.2524	0.9064935	172.3041	0.5805195	141.6621	0.8298701	151.3366	0.7428572	123.9778	0.9623377	136.2583	0.8584415	106.4825	0.9493507	142.9373	0.8922078	141.1159	0.8155844	196.1736	0.7636364	180.6188	0.8597403	176.6894	0.8727273	177.7252	0.851948	159.7936	0.8428571	164.4568	0.8116883	202.0453	0.8	163.2417	0.7688312	196.3239	0.8350649	178.1927	0.8961039	184.1626	0.8961039	190.2106	0.8506494
ERCC-00014	2970682	101.7775	0.6961039	106.3685	0.8311688	112.4572	0.887013	108.1352	0.7246753	128.691	0.7987013	91.13999	0.7558442	99.92884	0.6857143	140.6847	0.6402597	109.5329	0.9324675	120.9327	0.8909091	132.4594	0.7506493	127.5096	0.7376623	135.0633	0.8220779	158.5644	0.6324675	133.5745	0.4012987	137.438	0.812987	92.24015	0.9324675	145.6127	0.7987013	131.0325	0.8675325	136.4974	0.8246753	150.8237	0.7	108.6125	0.9077922	124.4546	0.8155844	161.6486	0.3493507	135.0952	0.8051948	136.7896	0.848052	148.4367	0.7857143	120.4747	0.8285714	147.7378	0.8181818	147.0359	0.7727273	131.56	0.9324675	133.4968	0.874026	159.8254	0.6363636	111.1298	0.887013	157.6831	0.7662337	167.2016	0.587013	176.5535	0.9155844	195.211	0.7454545	207.5517	0.6311688	172.0892	0.9012987	172.3865	0.738961	171.9075	0.7467533	228.5105	0.6272727	160.748	0.787013	204.6237	0.774026	179.9397	0.8844156	192.1204	0.8207792	199.6487	0.7883117
ERCC-00016	1450040	92.70937	0.8701299	123.1574	0.5753247	116	0.8415585	115.9176	0.5402597	133.1322	0.7350649	83.50797	0.9116883	98.92399	0.7116883	118.9479	0.9337662	117.3886	0.8285714	121.6093	0.8831169	138.1574	0.6662338	120.2439	0.8220779	154.4602	0.6597403	146.6214	0.7480519	107.9319	0.8142857	148.8098	0.6922078	105.7105	0.7493507	147.5567	0.7857143	138.5426	0.7831169	150.459	0.6974026	137.4296	0.8168831	111.7337	0.8675325	132.9412	0.7207792	142.2922	0.6922078	142.7666	0.7363636	140.6035	0.8090909	145.231	0.8142857	119.8999	0.8350649	151.5756	0.7857143	149.5546	0.7519481	139.9272	0.8324676	155.3745	0.6792208	147.0709	0.7662337	119.4016	0.7935065	162.7052	0.7402598	152.9832	0.7324675	211.9831	0.651948	169.2412	0.9584416	155.2126	0.9844156	171.104	0.9077922	175.0779	0.7233766	160.0464	0.8545455	202.8572	0.7935065	159.6445	0.7909091	211.5273	0.7402598	194.2503	0.7857143	194.0446	0.8038961	210.6622	0.7272727
ERCC-00017	5130189	90.88158	0.9025974	110.0161	0.7675325	110.4721	0.9207792	99.88556	0.8363636	125.9759	0.8376623	88.70129	0.8025974	93.37477	0.8220779	127.5531	0.8454546	118.0741	0.8181818	115.8541	0.9493507	127.5435	0.8298701	109.7996	0.9584416	121.6791	0.9753247	150.3724	0.7207792	107.1086	0.8207792	137.6459	0.8077922	86.62727	0.9844156	134.5188	0.9311689	126.6686	0.9142857	128.587	0.9207792	123.5177	0.974026	109.0963	0.9025974	125.8735	0.7974026	119.857	0.9298701	127.3887	0.9	152.8079	0.712987	138.4397	0.8909091	114.4318	0.9051948	141.261	0.9	146.8465	0.774026	143.5912	0.7883117	133.9679	0.8662338	144.9292	0.7779221	110.6524	0.8896104	161.6258	0.7441558	130.318	0.9324675	194.6557	0.7701299	182.0855	0.8402597	186.0196	0.7844156	177.994	0.8506494	168.2223	0.7662337	154.9801	0.8896104	196.5361	0.8285714	151.0253	0.8727273	187.5643	0.9051948	200.4285	0.7493507	190.7208	0.8311688	201.8259	0.7857143
ERCC-00019	4880307	96.24981	0.7948052	107.4115	0.8090909	125.9435	0.7	93.61555	0.9441559	125.0895	0.8428571	84.62589	0.8935065	83.67489	0.9766234	131.0804	0.8012987	120.1361	0.7792208	125.7971	0.8233766	122.6572	0.8844156	122.4827	0.8012987	144.8308	0.7363636	140.6531	0.8012987	99.69276	0.9285714	133.3282	0.8623376	94.01799	0.9116883	158.899	0.6792208	115.9537	0.9909091	126.5385	0.9402598	129.1756	0.9220779	108.15	0.9103896	131.3344	0.7402598	124.4804	0.8805195	120.3689	0.9558442	140.6559	0.8090909	138.2744	0.8922078	113.6685	0.9103896	142.7502	0.8753247	131.6986	0.9285714	132.7879	0.9220779	124.4106	0.9584416	138.5973	0.8350649	109.5875	0.9077922	134.1055	0.9779221	129.1557	0.9441559	170.1445	0.9571428	181.4731	0.8467532	164.7708	0.9545454	176.0703	0.8701299	157.2553	0.8558441	164.8972	0.8103896	195.7093	0.8324676	151.3694	0.8675325	173.5304	0.974026	175.788	0.9116883	191.3915	0.8233766	184.5088	0.8948052
ERCC-00022	1070725	93.853	0.8402597	104.4725	0.8688312	108.0817	0.9402598	96.51329	0.8896104	129.7058	0.787013	73.12194	0.9987013	94.23046	0.8064935	122.2594	0.9038961	104.9571	0.9753247	113.7309	0.9714286	117.7989	0.9376624	109.7448	0.9584416	121.8574	0.9714286	128.5196	0.9298701	108.0674	0.8142857	126.9089	0.9311689	93.94445	0.912987	146.194	0.7948052	128.967	0.8883117	138.6653	0.8064935	125.9035	0.9532468	108.7639	0.9051948	126.2374	0.7961039	112.2462	0.9883117	119.2388	0.9636363	136.2633	0.8558441	141.0483	0.851948	114.4612	0.9038961	145.4764	0.8454546	123.6537	0.9857143	141.2386	0.8116883	137.1004	0.8298701	125.1072	0.9766234	108.1083	0.9285714	136.3077	0.9623377	122.9935	0.9883117	182.5497	0.8766234	175.2508	0.9155844	164.1787	0.9584416	188.7082	0.7753247	145.2716	0.9597403	158.7847	0.8688312	187.687	0.8857143	140.8981	0.938961	218.2133	0.7051948	182.7422	0.8571429	196.0447	0.7896104	178.2466	0.9337662
ERCC-00024	6940193	99.82277	0.7350649	101.5271	0.9272727	101.9852	0.9909091	101.9828	0.8103896	116.1233	0.9402598	73.09322	0.9987013	92.90624	0.8350649	129.6034	0.8168831	108.8194	0.9363636	138.2267	0.6402597	130.391	0.7857143	112.6736	0.9285714	134.7107	0.8272727	140.8615	0.7961039	97.91966	0.9545454	126.416	0.9337662	92.27319	0.9324675	138.4512	0.8935065	118.2455	0.9831169	135.2572	0.8415585	132.2308	0.874026	100.1367	0.9883117	116.3431	0.9090909	110.9673	0.9909091	126.6807	0.9077922	119.0983	0.9948052	137.7064	0.9025974	107.4038	0.9727273	151.1091	0.7922078	133.9307	0.9077922	145.8258	0.7675325	121.4179	0.9818182	155.5938	0.6857143	115.9726	0.8285714	139.8991	0.925974	127.9475	0.9571428	195.3533	0.7649351	185.6534	0.8220779	180.4845	0.8324676	165.2713	0.9571428	161.4098	0.825974	160.3556	0.8493506	181.7334	0.9246753	156.644	0.8194805	193.856	0.8545455	160.5278	0.9831169	181.1317	0.912987	205.4999	0.7558442
ERCC-00025	4120470	91.89257	0.887013	100.3003	0.9454545	107.7386	0.9428571	93.87085	0.9428571	124.5023	0.8506494	92.5881	0.7272727	92.25571	0.8467532	121.2632	0.9181818	102.8372	0.987013	126.581	0.8155844	112.427	0.9792208	111.4426	0.9441559	124.8996	0.9493507	130.7318	0.9090909	95.55816	0.9701298	136.8182	0.8181818	90.02655	0.9558442	132.3046	0.9402598	119.8763	0.974026	127.1355	0.9350649	128.0642	0.9311689	101.0564	0.9857143	113.3455	0.9441559	117.5735	0.9584416	118.9262	0.9649351	135.1359	0.8714285	134.5675	0.9311689	122.1014	0.8077922	143.9701	0.864935	124.3339	0.9805195	136.5353	0.8779221	133.596	0.8714285	137.4393	0.8467532	98.80214	0.9922078	134.4342	0.9779221	135.7078	0.8662338	175.0179	0.9272727	175.4996	0.9155844	164.227	0.9584416	171.5825	0.9051948	168.2839	0.7649351	143.3693	0.9688312	191.5534	0.864935	138.5642	0.9571428	198.3606	0.8155844	180.8761	0.8779221	176.1481	0.9480519	192.4996	0.8363636
ERCC-00028	780445	98.38701	0.7623377	100.0054	0.951948	120.6526	0.7753247	113.8938	0.5974026	132.1595	0.7519481	95.29417	0.6610389	90.11499	0.8935065	133.4328	0.7714286	122.3496	0.7480519	136.4874	0.6727273	147.9318	0.4753247	132.9186	0.6636364	129.5522	0.8935065	133.2068	0.8727273	113.9705	0.7324675	131.0452	0.8831169	96.30156	0.874026	158.8712	0.6792208	139.7999	0.7701299	141.272	0.7818182	151.8302	0.6909091	144.0562	0.387013	134.5503	0.7103896	138.4725	0.7363636	148.0861	0.6974026	146.7075	0.7597402	141.9921	0.8467532	127.4918	0.7480519	147.9226	0.8168831	149.8507	0.7480519	153.2789	0.7272727	140.3754	0.8077922	143.7719	0.7857143	116.9849	0.8233766	156.3773	0.7714286	147.1205	0.7701299	198.2779	0.7558442	207.9159	0.6558442	188.1592	0.7584416	174.7296	0.8844156	169.3737	0.7584416	145.4826	0.9558442	199.9082	0.8090909	163.637	0.7662337	216.7095	0.7103896	200.8495	0.7480519	181.7534	0.9116883	198.5171	0.7935065
ERCC-00031	1300039	92.4743	0.8753247	102.6472	0.9077922	112.7879	0.8818182	93.71427	0.9428571	118.4694	0.9194805	109.5032	0.2350649	94.00819	0.8116883	129.1711	0.8220779	119.4361	0.7883117	117.4488	0.9376624	118.7933	0.9272727	115.2253	0.8974026	119.466	0.987013	129.9104	0.9194805	107.7226	0.8168831	131.3599	0.8805195	92.28845	0.9311689	127.7735	0.9701298	121.6093	0.9610389	128.5533	0.9220779	154.3347	0.6662338	108.0948	0.9103896	109.9183	0.9714286	130.6559	0.8051948	132.5174	0.8363636	125.1665	0.9701298	136.3485	0.9142857	117.3151	0.8636364	144.606	0.8571429	130.7672	0.9363636	126.7601	0.9662338	144.2877	0.7701299	141.849	0.8025974	119.7758	0.7883117	139.6747	0.9298701	136.3508	0.8597403	182.7066	0.8766234	171.7137	0.9454545	184.1784	0.7987013	171.1717	0.9077922	151.5778	0.9051948	145.4839	0.9558442	176.1765	0.9662338	149.4311	0.8831169	206.96	0.761039	161.9414	0.9779221	193.293	0.8090909	194.0577	0.8246753
ERCC-00033	4560477	97.55896	0.7805195	103.8121	0.887013	129.7568	0.6246753	106.3726	0.7519481	128.1421	0.8025974	85.15473	0.8779221	96.62235	0.7545455	125.3041	0.864935	102.6333	0.987013	117.3559	0.9376624	138.0084	0.6701299	120.1818	0.8233766	131.6484	0.8662338	151.3238	0.7142857	113.9833	0.7311688	136.178	0.8285714	97.43566	0.8467532	132.837	0.9350649	119.8506	0.974026	130.2862	0.8974026	132.9203	0.8675325	111.1616	0.8779221	150.935	0.4402598	118.0861	0.9506493	127.8738	0.8974026	136.7793	0.848052	136.4681	0.912987	108.2453	0.9675325	147.9749	0.8155844	129.4691	0.9428571	135.0201	0.9012987	129.0441	0.9194805	136.6571	0.8545455	106.469	0.9493507	151.5113	0.8051948	121.8101	0.9896104	187.0001	0.8337662	169.6218	0.9584416	168.8887	0.9246753	166.1827	0.9493507	153.316	0.8922078	145.3308	0.9584416	207.3441	0.7727273	143.873	0.925974	187.7771	0.9012987	169.354	0.9415584	188.8858	0.8532467	184.2182	0.8961039
ERCC-00034	5260497	95.99487	0.7987013	100.6448	0.938961	109.1023	0.9376624	103.9206	0.7818182	124.9697	0.8454546	104.9567	0.3688312	96.93743	0.7493507	126.5138	0.8584415	124.9987	0.7077922	121.6588	0.8805195	121.9271	0.8896104	132.8477	0.6636364	149.2795	0.7077922	133.7672	0.8675325	106.6671	0.8246753	130.742	0.8831169	98.49375	0.8376623	138.4199	0.8935065	134.31	0.8207792	127.4274	0.9337662	145.6723	0.7428572	111.1486	0.8779221	140.7058	0.6363636	124.5128	0.8766234	119.169	0.9636363	143.1075	0.7883117	137.1267	0.9077922	123.3191	0.7922078	137.6241	0.925974	131.3031	0.9311689	146.0094	0.7675325	131.5233	0.8974026	118.8471	0.9961039	110.015	0.9038961	140.6968	0.9233766	137.5315	0.8506494	170.6207	0.9558442	180.7553	0.8571429	182.9239	0.8116883	192.3858	0.7506493	154.2791	0.8844156	156.8419	0.8779221	195.6465	0.8337662	154.567	0.8428571	185.8707	0.912987	172.8244	0.9298701	190.0351	0.8350649	171.2262	0.974026
