TargetID	ProbeID	HSS 106.AVG_Signal	HSS 106.Detection Pval	HSS 107.AVG_Signal	HSS 107.Detection Pval	HSS 108.AVG_Signal	HSS 108.Detection Pval	HSS 109.AVG_Signal	HSS 109.Detection Pval	HSS 110.AVG_Signal	HSS 110.Detection Pval	HSS 111.AVG_Signal	HSS 111.Detection Pval	HSS 112.AVG_Signal	HSS 112.Detection Pval	HSS 113.AVG_Signal	HSS 113.Detection Pval	HSS 114.AVG_Signal	HSS 114.Detection Pval	HSS 115.AVG_Signal	HSS 115.Detection Pval	HSS 116.AVG_Signal	HSS 116.Detection Pval	HSS 117.AVG_Signal	HSS 117.Detection Pval	HSS 118.AVG_Signal	HSS 118.Detection Pval	HSS 119.AVG_Signal	HSS 119.Detection Pval	HSS 120.AVG_Signal	HSS 120.Detection Pval	HSS 121.AVG_Signal	HSS 121.Detection Pval	HSS 122.AVG_Signal	HSS 122.Detection Pval	HSS 123.AVG_Signal	HSS 123.Detection Pval	HSS 125.AVG_Signal	HSS 125.Detection Pval	HSS 126.AVG_Signal	HSS 126.Detection Pval	HSS 127.AVG_Signal	HSS 127.Detection Pval	HSS 128.AVG_Signal	HSS 128.Detection Pval	HSS 129.AVG_Signal	HSS 129.Detection Pval	HSS 131.AVG_Signal	HSS 131.Detection Pval	HSS 132.AVG_Signal	HSS 132.Detection Pval	HSS 133.AVG_Signal	HSS 133.Detection Pval	HSS 134.AVG_Signal	HSS 134.Detection Pval	HSS 135.AVG_Signal	HSS 135.Detection Pval	HSS 136.AVG_Signal	HSS 136.Detection Pval	HSS 137.AVG_Signal	HSS 137.Detection Pval	HSS 138.AVG_Signal	HSS 138.Detection Pval	HSS 139.AVG_Signal	HSS 139.Detection Pval	HSS 140.AVG_Signal	HSS 140.Detection Pval	HSS 141.AVG_Signal	HSS 141.Detection Pval	HSS 142.AVG_Signal	HSS 142.Detection Pval	HSS 143.AVG_Signal	HSS 143.Detection Pval	HSS 144.AVG_Signal	HSS 144.Detection Pval	HSS 145.AVG_Signal	HSS 145.Detection Pval	HSS 146.AVG_Signal	HSS 146.Detection Pval	HSS 147.AVG_Signal	HSS 147.Detection Pval	HSS 148.AVG_Signal	HSS 148.Detection Pval	HSS 149.AVG_Signal	HSS 149.Detection Pval	HSS 150.AVG_Signal	HSS 150.Detection Pval	HSS 151.AVG_Signal	HSS 151.Detection Pval	HSS 152.AVG_Signal	HSS 152.Detection Pval	HSS 153.AVG_Signal	HSS 153.Detection Pval	HSS 154.AVG_Signal	HSS 154.Detection Pval	HSS 155.AVG_Signal	HSS 155.Detection Pval
ERCC-00035	2030731	84.27448	0.7688312	97.37432	0.6493506	98.48102	0.8727273	112.0662	0.8766234	114.3632	0.5337662	100.0704	0.9597403	87.23725	0.9116883	93.19938	0.9610389	88.34603	0.9779221	100.8001	0.8376623	106.3737	0.8779221	82.34362	0.8558441	140.2086	0.4142857	124.717	0.774026	125.7676	0.7246753	112.6282	0.7025974	119.2585	0.7636364	118.0323	0.7220779	124.2409	0.6571429	116.3338	0.6636364	107.1218	0.9116883	113.2113	0.8155844	97.10424	0.9909091	104.2005	0.5961039	113.6317	0.7987013	106.073	0.7779221	102.1957	0.6935065	96.61868	0.9584416	95.493	0.9298701	100.7086	0.7935065	92.48611	0.9337662	103.7746	0.8324676	95.74822	0.8298701	100.5802	0.6935065	103.0672	0.874026	113.509	0.5636364	96.7706	0.2207792	113.6255	0.5025974	83.04118	0.774026	106.9664	0.7155844	107.4551	0.2909091	87.25687	0.9103896	104.2868	0.6857143	95.58275	0.7571428	116.6971	0.4220779	109.1506	0.5818182	99.53661	0.6714286	95.54289	0.5636364
ERCC-00039	6040278	79.95061	0.8805195	100.2938	0.5311688	87.09258	0.9961039	105.6013	0.9415584	86.58398	0.9896104	125.5034	0.4974026	99.05581	0.6558442	97.39046	0.9077922	94.19496	0.9207792	102.7386	0.8025974	98.35843	0.9714286	84.06667	0.8168831	109.5893	0.9675325	115.7448	0.912987	111.4526	0.938961	101.9699	0.9168831	107.1178	0.9428571	104.5605	0.938961	113.1587	0.8727273	102.5392	0.9311689	102.7015	0.9584416	107.5658	0.8987013	106.745	0.9376624	87.15952	0.9649351	99.23411	0.9779221	91.60712	0.9896104	94.21346	0.8701299	100.1576	0.9090909	94.48563	0.9441559	93.37299	0.9441559	92.32267	0.9350649	88.9231	0.9961039	96.24363	0.8181818	94.92857	0.8272727	100.3725	0.9207792	96.04343	0.9272727	78.94836	0.8688312	101.675	0.8584415	83.49483	0.7532467	106.9273	0.7181818	95.39776	0.7649351	98.52805	0.5363637	97.23835	0.8701299	83.63372	0.9831169	106.2644	0.7467533	96.0789	0.9181818	99.69696	0.6675324	80.3934	0.9649351
ERCC-00040	6350025	82.46227	0.8181818	96.98112	0.6584415	106.6273	0.7051948	121.9491	0.738961	105.7285	0.7298701	104.0721	0.9233766	103.094	0.5272727	109.1877	0.7051948	103.6023	0.7792208	99.79427	0.8597403	122.7904	0.6142857	86.11167	0.7558442	122.5505	0.7883117	122.5102	0.8064935	135.8614	0.4805195	101.7843	0.9168831	121.8765	0.7181818	135.3191	0.2753247	128.0459	0.5922078	104.6648	0.9038961	117.1691	0.7532467	131.8813	0.4038961	103.4611	0.9649351	102.6083	0.6467533	121.0524	0.6649351	101.7052	0.8623376	100.643	0.7233766	99.17648	0.9246753	97.96239	0.887013	104.8557	0.6961039	110.6844	0.5103896	101.6648	0.8662338	99.04838	0.7519481	106.2862	0.5116883	109.3197	0.7519481	100.9139	0.8545455	90.65995	0.4103896	108.9737	0.6610389	76.47897	0.9623377	111.3573	0.5636364	94.7924	0.7948052	95.25543	0.6532468	104.1013	0.687013	93.54167	0.8233766	105.4396	0.7662337	102.9059	0.7623377	98.9463	0.6974026	83.23447	0.9272727
ERCC-00041	2320315	87.40497	0.6818182	89.93529	0.8246753	104.1617	0.7701299	117.0034	0.8077922	133.8104	0.1181818	111.6358	0.8	95.61191	0.7493507	101.6082	0.8454546	102.8679	0.7883117	115.4846	0.5142857	124.3575	0.5688311	80.50822	0.8857143	136.3352	0.5077922	139.8191	0.4571429	120.1309	0.8116883	111.8859	0.7233766	114.6041	0.8285714	113.6664	0.8051948	111.9157	0.8922078	103.0313	0.9220779	106.8453	0.9142857	131.2788	0.412987	130.0578	0.4857143	90.9379	0.925974	120.1875	0.6831169	103.9403	0.8220779	94.18897	0.8701299	103.4711	0.8571429	100.215	0.8376623	108.9689	0.587013	100.4144	0.7792208	115.9314	0.5194805	95.06829	0.8402597	104.8713	0.5584416	118.188	0.5207792	106.6175	0.7428572	82.45309	0.7623377	113.884	0.4935065	79.22091	0.8922078	99.25741	0.8896104	87.96906	0.9363636	84.39236	0.9428571	105.6482	0.6428571	97.06233	0.6961039	106.4908	0.738961	108.8137	0.5961039	105.0869	0.4610389	86.76769	0.8415585
ERCC-00042	7570685	73.52093	0.9792208	89.31586	0.8441558	94.72448	0.9311689	114.7104	0.8454546	100.0338	0.8428571	107.2645	0.8805195	86.00685	0.925974	99.49276	0.8714285	88.47813	0.9779221	93.20912	0.9467533	99.51726	0.9675325	87.35155	0.7311688	115.1061	0.9038961	110.0596	0.9701298	111.0129	0.9428571	101.1497	0.9246753	113.0944	0.8506494	108.1603	0.8818182	109.0226	0.9298701	102.5992	0.925974	106.3439	0.9194805	99.56844	0.9792208	95.43597	0.9948052	90.94109	0.925974	123.6048	0.5883117	107.2383	0.7532467	96.39284	0.8285714	100.5384	0.9025974	90.78359	0.9844156	89.41158	0.9818182	86.87148	0.9883117	91.88087	0.987013	83.04669	0.9948052	95.09859	0.8233766	93.48013	0.987013	101.2433	0.8506494	85.02454	0.6558442	103.6478	0.8051948	76.92645	0.9506493	104.4383	0.7961039	85.58136	0.9649351	82.38502	0.9701298	97.62162	0.864935	105.3568	0.4051948	93.50734	0.9857143	100.8243	0.8155844	91.28149	0.9142857	83.58308	0.9155844
ERCC-00043	2320427	75.79543	0.9597403	82.16048	0.9610389	88.95023	0.987013	102.6734	0.9766234	91.9625	0.9545454	102.5534	0.9376624	82.02245	0.9688312	86.04861	0.9896104	91.96555	0.9480519	97.39166	0.8896104	96.70845	0.9766234	74.97209	0.9727273	109.6301	0.9675325	113.5073	0.9441559	106.5701	0.9753247	112.3153	0.7064935	94.53998	0.9948052	98.13967	0.9857143	101.132	0.9844156	95.76843	0.9883117	103.2511	0.9545454	102.1262	0.9623377	104.1137	0.9610389	88.95683	0.9480519	105.765	0.9142857	101.7522	0.861039	91.05615	0.9285714	98.61283	0.9324675	88.79818	0.9935065	90.06593	0.9818182	97.36761	0.8389611	85.63342	0.9974026	84.3015	0.9909091	90.13619	0.925974	97.12022	0.9571428	102.771	0.8194805	71.06587	0.9896104	93.81119	0.9727273	72.67953	0.9909091	93.2229	0.9675325	83.35842	0.9844156	87.5685	0.9025974	93.43765	0.9480519	81.49285	0.9922078	94.1734	0.9792208	92.25136	0.9714286	86.15153	0.9805195	84.61967	0.8883117
ERCC-00044	4730551	86.92766	0.7012987	80.68356	0.9766234	102.1111	0.812987	111.9363	0.8766234	92.83812	0.9480519	113.3672	0.7766234	96.20119	0.7363636	93.57179	0.9597403	101.3856	0.8077922	98.78995	0.8688312	100.6245	0.9480519	84.5358	0.7961039	129.7981	0.6701299	120.3263	0.8454546	127.9798	0.674026	108.6691	0.7792208	110.3846	0.8961039	101.8921	0.9623377	128.0883	0.5922078	115.6233	0.6662338	106.0483	0.9246753	121.8143	0.6571429	111.3886	0.8792208	94.54221	0.8636364	106.6992	0.9038961	98.35339	0.9090909	96.07145	0.8324676	94.36356	0.9792208	91.02077	0.9844156	101.6426	0.7649351	94.04154	0.9181818	109.3502	0.7064935	92.17265	0.9012987	91.46645	0.9012987	107.1887	0.8012987	101.4846	0.8467532	79.88081	0.8402597	102.5127	0.8376623	73.02821	0.9909091	96.42617	0.9402598	91.15317	0.8857143	90.09158	0.8298701	100.7303	0.7922078	88.34879	0.9376624	105.0778	0.7714286	106.4383	0.6714286	95.74098	0.8038961	80.90705	0.9558442
ERCC-00046	1980008	74.0629	0.9753247	98.41194	0.6116883	96.21893	0.9090909	116.6498	0.8155844	115.3039	0.5012987	112.7659	0.7818182	84.83791	0.9402598	91.72011	0.9662338	96.17037	0.8896104	95.25227	0.9142857	105.4295	0.8922078	74.78176	0.9727273	113.8086	0.9181818	103.7281	0.9948052	105.6953	0.9818182	100.5596	0.9363636	131.0161	0.5155844	103.8514	0.9441559	118.6881	0.774026	95.93127	0.987013	110.8048	0.8636364	105.437	0.9220779	110.555	0.8896104	88.46387	0.9558442	102.4792	0.9584416	92.78231	0.9753247	85.95657	0.9818182	96.39056	0.9610389	93.54398	0.9558442	100.8901	0.7844156	92.77997	0.9324675	102.43	0.8545455	92.13877	0.9012987	96.40318	0.7922078	103.9982	0.8597403	106.751	0.738961	78.5145	0.8779221	106.9651	0.7194805	81.85292	0.8142857	91.55083	0.9857143	83.12383	0.987013	94.07681	0.7051948	92.38042	0.9545454	98.57224	0.6454545	97.80244	0.9311689	90.45889	0.9844156	81.72189	0.9961039	78.81136	0.9844156
ERCC-00048	1990497	73.18214	0.9805195	76.96492	0.9922078	90.91869	0.9766234	114.0526	0.851948	100.3732	0.8350649	101.4285	0.9493507	93.53573	0.8	115.5154	0.5376623	91.22141	0.9558442	93.39738	0.9454545	105.0723	0.8948052	74.14051	0.9805195	115.6749	0.8961039	116.0757	0.9051948	131.1669	0.6025974	96.79818	0.9675325	106.6934	0.9467533	104.3455	0.9428571	116.8547	0.8246753	110.1262	0.7753247	106.4618	0.9181818	125.3286	0.5675325	100.9579	0.9792208	85.17231	0.9857143	102.6187	0.9584416	96.31895	0.9415584	92.81766	0.8974026	92.6621	0.987013	93.28232	0.9558442	98.64568	0.8337662	91.83581	0.9428571	102.1693	0.8597403	93.78381	0.8636364	96.17803	0.8	107.1793	0.8012987	100.8513	0.8545455	77.79675	0.8961039	105.7806	0.7532467	90.43876	0.4675325	96.05327	0.9441559	98.36289	0.6467533	89.33392	0.8571429	106.1295	0.6285715	84.57005	0.9805195	92.85728	0.9883117	99.12394	0.848052	96.88006	0.7753247	86.89658	0.8402597
ERCC-00051	290369	85.51827	0.7493507	99.1968	0.5753247	105.2349	0.7454545	130.4836	0.5506493	115.731	0.4896104	108.9379	0.8493506	97.75016	0.6974026	112.8252	0.6038961	104.635	0.7649351	93.9951	0.9376624	129.6127	0.4467532	87.63163	0.7272727	134.7059	0.5545455	142.1078	0.4	131.4478	0.5987013	110.1487	0.7584416	123.0813	0.6961039	123.1553	0.5961039	127.7901	0.6	106.4768	0.8701299	109.1443	0.8896104	122.4891	0.6441559	117.7882	0.7701299	102.6601	0.6467533	118.1019	0.7220779	116.3725	0.5311688	104.1379	0.625974	112.6425	0.6584415	96.44787	0.9142857	109.0737	0.587013	105.2935	0.6675324	121.2645	0.3493507	99.04704	0.7519481	96.42598	0.7909091	115.4993	0.5922078	111.9244	0.6051948	95.96655	0.2363636	96.86377	0.938961	86.14745	0.648052	115.8013	0.412987	105.5957	0.3558442	101.3456	0.4077922	111.077	0.4688312	98.87972	0.635065	107.2778	0.7155844	104.7882	0.7246753	100.4285	0.6363636	99.18011	0.3831169
ERCC-00053	5260356	74.75536	0.9688312	94.59444	0.7181818	102.8978	0.7948052	110.2024	0.887013	99.79062	0.8441558	98.51829	0.9701298	96.7419	0.7233766	98.42032	0.8935065	88.98322	0.974026	107.4343	0.7103896	109.609	0.8350649	78.83961	0.9272727	110.806	0.9597403	124.5492	0.7766234	141.7528	0.3493507	105.1998	0.8402597	113.5835	0.8454546	99.33925	0.9805195	122.624	0.6909091	110.201	0.7753247	106.4374	0.9194805	120.3386	0.6818182	123.6312	0.6428571	94.73235	0.8623376	116.4129	0.7467533	94.46076	0.9610389	94.27853	0.8701299	106.3847	0.8064935	101.2425	0.8194805	103.5825	0.7168831	101.5205	0.7584416	99.5236	0.8987013	95.10347	0.8389611	93.63055	0.861039	97.95744	0.9480519	104.0159	0.7987013	76.58167	0.925974	111.6409	0.5623376	86.62383	0.6246753	114.4015	0.4701299	88.2925	0.9311689	96.69433	0.5935065	97.96089	0.8597403	96.34344	0.7233766	124.846	0.1883117	105.0558	0.7116883	94.94571	0.8311688	92.4073	0.6506494
ERCC-00054	1820215	78.8544	0.9038961	81.16931	0.974026	91.27731	0.974026	119.9861	0.7662337	98.14722	0.8662338	102.2821	0.9402598	93.32346	0.8051948	90.52457	0.9753247	103.967	0.774026	107.4898	0.7064935	110.7808	0.8272727	98.05118	0.3883117	122.471	0.7922078	126.2509	0.7571428	118.4932	0.8350649	94.26073	0.987013	115.7017	0.812987	114.7809	0.7883117	112.7955	0.8753247	111.395	0.7519481	109.7028	0.8818182	110.5361	0.8662338	107.7834	0.9285714	98.13387	0.7714286	115.1032	0.7753247	106.0339	0.7779221	93.14642	0.8883117	110.8854	0.6948052	101.1661	0.8207792	91.94192	0.9597403	89.9527	0.9675325	103.454	0.8337662	97.59834	0.7948052	91.62926	0.8987013	112.0969	0.6974026	94.13055	0.951948	82.65845	0.7532467	101.1862	0.8662338	90.40962	0.4688312	92.28347	0.9779221	90.00574	0.9090909	85.10506	0.9337662	100.9289	0.7844156	98.48677	0.648052	105.7466	0.7623377	102.8905	0.7623377	88.96121	0.9584416	81.26059	0.9532468
ERCC-00057	70278	89.92891	0.6	99.02964	0.5857143	93.64013	0.9428571	107.9964	0.9207792	97.77499	0.8766234	98.46078	0.9701298	81.85897	0.9714286	109.2394	0.7051948	101.6733	0.8064935	94.93941	0.9181818	100.1273	0.9571428	81.63211	0.8727273	105.3647	0.9831169	125.1149	0.7727273	119.5515	0.8194805	115.4724	0.6337662	111.5998	0.8753247	105.5634	0.9207792	106.4704	0.951948	110.7849	0.7584416	107.2653	0.9103896	106.813	0.9064935	109.2542	0.9116883	85.94028	0.9766234	103.0918	0.9545454	96.70809	0.9363636	87.06027	0.9779221	102.3924	0.874026	105.7879	0.7298701	87.45617	0.9909091	88.58599	0.9818182	90.73216	0.9896104	86.66071	0.9727273	84.31667	0.9857143	100.6847	0.912987	95.88107	0.9298701	73.22984	0.9662338	101.3643	0.8636364	81.47499	0.8285714	90.20468	0.9909091	89.70325	0.912987	87.93733	0.8987013	104.5039	0.6766234	82.81139	0.9883117	101.8534	0.8467532	96.00887	0.9181818	80.16655	0.9974026	84.27882	0.8961039
ERCC-00058	5570400	77.4885	0.938961	99.71836	0.5532467	113.1818	0.5415584	137.0466	0.3805195	117.6448	0.4337662	123.0846	0.5675325	105.7913	0.4363636	113.2529	0.5987013	112.9641	0.5454546	114.9314	0.5272727	123.0922	0.6051948	99.15644	0.3415585	144.6457	0.3064935	151.9	0.1831169	136.567	0.4623377	119.527	0.5350649	130.3622	0.5337662	118.9715	0.7038961	125.6021	0.6415585	140.3956	0.1038961	134.0594	0.3519481	117.2811	0.7467533	119.5097	0.7311688	104.9842	0.5818182	124.0324	0.5753247	104.8007	0.8116883	107.4087	0.5389611	120.1173	0.4363636	110.8723	0.6064935	115	0.3987013	99.47939	0.8038961	119.2949	0.4194805	104.0633	0.6337662	110.4073	0.3753247	124.5824	0.3584416	116.1964	0.4922078	86.15596	0.612987	129.0755	0.1194805	88.62848	0.5441558	126.5555	0.138961	119.957	0.06103896	105.98	0.2532468	112.3412	0.425974	113.522	0.1636364	129.9679	0.1077922	117.2605	0.3064935	106.0963	0.4246753	91.3696	0.6883117
ERCC-00059	5360059	73.6488	0.9779221	92.33466	0.7636364	91.42141	0.9727273	118.7134	0.787013	91.75106	0.9571428	101.4919	0.9493507	96.73797	0.7233766	99.97861	0.8701299	90.45337	0.9649351	96.13067	0.9051948	106.4941	0.8766234	74.40321	0.9766234	113.7713	0.9181818	122.0156	0.8155844	102.303	0.9909091	97.9875	0.9597403	120.1823	0.7376623	91.41856	0.9974026	108.8866	0.9298701	108.7426	0.8155844	133.3335	0.3701299	96.77178	0.9922078	103.6432	0.9649351	93.06175	0.8922078	100.0278	0.9714286	106.8327	0.7675325	88.29214	0.9597403	105.9934	0.8103896	92.68602	0.9675325	89.29125	0.9831169	98.53998	0.8181818	99.91339	0.8961039	91.6999	0.9038961	95.44434	0.8181818	105.9578	0.8285714	103.3558	0.8142857	81.93505	0.7805195	91.65576	0.9883117	74.98466	0.9753247	99.80486	0.8831169	90.51502	0.8961039	86.70569	0.9142857	105.5663	0.6467533	91.0681	0.8818182	101.2006	0.8597403	106.1246	0.6792208	92.77953	0.8805195	84.66643	0.8883117
ERCC-00060	450059	85.4146	0.7493507	86.97923	0.887013	99.62159	0.8571429	141.8544	0.2727273	100.0099	0.8428571	119.5555	0.648052	108.8886	0.3506494	105.5375	0.787013	104.9558	0.7584416	117.8452	0.448052	123.2403	0.6025974	93.16487	0.5584416	156.6272	0.1168831	148.8647	0.2428571	138.4927	0.4142857	102.7472	0.8948052	130.3761	0.5337662	126.3294	0.5103896	123.8938	0.6597403	113.725	0.6961039	112.7571	0.8298701	109.7336	0.8753247	121.7782	0.6831169	92.27972	0.9051948	118.585	0.7168831	117.0514	0.5220779	104.7938	0.6090909	113.1037	0.6454545	110.5112	0.6168831	108.0448	0.6025974	100.4942	0.7779221	111.7775	0.6506494	94.461	0.8545455	105.4051	0.5415584	115.4106	0.5961039	102.3531	0.8246753	87.36835	0.5545455	110.5089	0.6090909	96.10074	0.2467532	115.7122	0.4155844	101.2697	0.5272727	95.63797	0.6402597	105.663	0.6428571	114.8125	0.1376623	128.9888	0.1103896	130.128	0.07662338	101.5398	0.5961039	102.3042	0.2779221
ERCC-00061	2370458	79.97055	0.8792208	85.01955	0.9207792	96.74063	0.9025974	114.8697	0.8428571	94.53069	0.9207792	100.8076	0.9532468	86.01377	0.925974	96.613	0.9194805	98.97513	0.8506494	105.2207	0.7623377	107.3139	0.864935	90.76485	0.638961	103.3486	0.9922078	113.3518	0.9454545	110.4098	0.9493507	105.7594	0.8285714	118.3758	0.7753247	110.9178	0.8454546	121.4161	0.7220779	109.3771	0.8025974	110.8315	0.8636364	109.5447	0.8779221	120.9446	0.7012987	93.80062	0.8753247	120.5082	0.6766234	102.2484	0.8545455	92.46582	0.9038961	97.76913	0.938961	97.22072	0.9012987	95.2032	0.9103896	98.77126	0.8155844	100.2132	0.8896104	90.61956	0.9207792	86.6925	0.9714286	119.5825	0.474026	99.66571	0.8805195	81.14034	0.8077922	112.7134	0.5298702	78.84779	0.9012987	100.5432	0.8688312	82.73248	0.9883117	82.59497	0.9649351	95.72429	0.9012987	104.972	0.4233766	95.26125	0.9649351	99.02633	0.8545455	95.45755	0.8142857	91.23611	0.6909091
ERCC-00062	6760035	96.56667	0.3324675	84.01044	0.9350649	94.61968	0.9311689	113.9753	0.8532467	92.15709	0.951948	104.0693	0.9233766	103.3708	0.5168831	114.5894	0.5545455	104.7486	0.7636364	106.0095	0.7454545	107.473	0.8636364	80.62573	0.8831169	138.4101	0.4558442	112.2571	0.9584416	117.745	0.8454546	94.37483	0.9857143	98.06334	0.9896104	99.28057	0.9805195	111.9174	0.8922078	103.8142	0.9116883	112.0936	0.8350649	106.0405	0.9142857	116.5545	0.7844156	95.73117	0.8415585	101.2	0.9649351	99.69274	0.8922078	83.66228	0.9909091	90.45072	0.9961039	96.10471	0.9168831	110.3342	0.5506493	111.9836	0.4636364	97.125	0.9337662	97.58936	0.7948052	99.36012	0.7311688	92.40459	0.9909091	104.6511	0.7844156	81.50531	0.8	109.7586	0.6324675	83.23426	0.7649351	95.75953	0.9454545	93.81296	0.8207792	95.30444	0.651948	98.54845	0.8441558	95.79589	0.7506493	102.7558	0.8285714	97.32626	0.8935065	91.09337	0.9142857	84.93282	0.8844156
ERCC-00067	5890475	82.02539	0.8337662	84.18843	0.9324675	100.6357	0.8285714	122.4644	0.7285714	90.72483	0.9688312	111.9377	0.7922078	92.9343	0.812987	86.69788	0.9883117	86.60218	0.9857143	90.23335	0.9714286	101.8711	0.9363636	76.19229	0.9623377	103.1422	0.9922078	106.6513	0.9818182	121.3476	0.7948052	100.2979	0.9376624	97.44914	0.9909091	106.846	0.9077922	100.9381	0.9844156	91.51213	0.9974026	115.2344	0.7857143	105.1637	0.925974	99.0696	0.9831169	92.20557	0.9051948	105.4009	0.9233766	96.60395	0.9363636	96.08026	0.8324676	93.89956	0.9844156	92.90542	0.9623377	97.93621	0.848052	90.92663	0.9610389	100.4094	0.8883117	85.52616	0.9818182	86.77466	0.9714286	98.86045	0.9363636	104.2511	0.7935065	74.48323	0.9545454	99.26327	0.9	76.62057	0.9584416	93.88264	0.9610389	91.98751	0.8688312	82.92448	0.9623377	98.29458	0.8506494	88.29588	0.9376624	92.64853	0.9896104	96.89233	0.9064935	86.9861	0.9766234	82.05434	0.9402598
ERCC-00069	2970424	75.6514	0.9610389	88.4926	0.8597403	92.52628	0.9545454	109.4031	0.8909091	82.98599	0.9935065	104.9472	0.9090909	98.8616	0.6623377	100.2549	0.8623376	89.62272	0.9688312	88.60833	0.9779221	104.705	0.8974026	77.43634	0.9506493	124.8839	0.7571428	135.1157	0.5883117	105.221	0.9831169	101.1351	0.9246753	110.9694	0.887013	96.39305	0.9909091	110.7804	0.9090909	104.8447	0.9012987	116.3393	0.7675325	105.762	0.9194805	105.847	0.9480519	81.32973	0.9961039	109.3191	0.864935	99.80913	0.8896104	103.3147	0.6545454	97.22069	0.9467533	94.0947	0.9493507	90.80102	0.974026	95.92247	0.8792208	101.0298	0.8779221	90.88902	0.9155844	95.92475	0.8038961	110.1554	0.7337663	95.19499	0.9363636	70.63611	0.9909091	110.7496	0.5909091	71.99734	0.9948052	96.09393	0.9441559	84.23981	0.9753247	86.78168	0.9142857	95.20767	0.9194805	98.94138	0.6337662	95.84538	0.9610389	88.58094	0.9896104	90.81301	0.925974	84.99852	0.8831169
ERCC-00071	4230037	94.4939	0.4103896	99.61408	0.5558441	104.178	0.7701299	113.3576	0.864935	103.4135	0.7857143	133.9634	0.2818182	92.5287	0.8233766	108.6545	0.7168831	102.5594	0.7948052	101.1449	0.8324676	115.2868	0.7480519	97.43484	0.4116883	115.5114	0.9012987	147.6113	0.2636364	132.1121	0.587013	106.1396	0.8220779	137.3431	0.3415585	104.1854	0.9441559	130.7699	0.525974	117.5831	0.6272727	108.093	0.8961039	109.9108	0.874026	121.7378	0.6844156	101.7328	0.6701299	123.3487	0.5987013	108.8269	0.7233766	100.6031	0.7233766	112.3606	0.6649351	111.6318	0.5896104	114.576	0.4194805	103.6637	0.7012987	114.7068	0.561039	103.9405	0.6337662	99.46198	0.7298701	108.3259	0.7766234	107.1157	0.7298701	87.22192	0.5662338	107.0504	0.7168831	79.48703	0.887013	115.0324	0.438961	94.82046	0.7948052	110.632	0.1441558	121.4421	0.1896104	98.49445	0.648052	117.4666	0.3935065	117.5271	0.2935065	101.1012	0.6142857	92.07549	0.6662338
ERCC-00073	7330465	82.34571	0.8233766	80.77612	0.9766234	105.4609	0.7415584	107.6275	0.9233766	109.6943	0.6558442	106.9835	0.8844156	93.17867	0.8077922	119.2726	0.4441558	95.08131	0.9090909	105.0538	0.7649351	100.7198	0.9480519	78.367	0.9337662	130.1919	0.6675324	124.3525	0.7766234	121.3497	0.7948052	124.882	0.3818182	135.1564	0.4051948	110.9905	0.8428571	123.173	0.674026	101.2117	0.9506493	117.4518	0.7480519	108.5822	0.8922078	119.7967	0.7272727	92.3466	0.9025974	107.4936	0.8935065	102.1963	0.8558441	98.28947	0.7818182	111.4563	0.6844156	103.019	0.787013	100.7872	0.7909091	100.6499	0.774026	93.46223	0.974026	97.90759	0.7896104	87.87962	0.9584416	105.3292	0.8363636	97.9024	0.9025974	84.24506	0.687013	102.2992	0.8428571	81.47623	0.8285714	105.3157	0.774026	85.89894	0.9610389	85.75812	0.925974	97.58508	0.864935	94.17249	0.7948052	97.93742	0.925974	101.4149	0.7961039	99.41103	0.6779221	86.28955	0.8506494
ERCC-00074	3710431	77.1002	0.9428571	95.68291	0.6935065	96.80017	0.9012987	109.6826	0.8896104	101.6484	0.8090909	109.3267	0.8428571	94.55108	0.7714286	94.8063	0.9454545	101.8031	0.8051948	99.3017	0.864935	115.9863	0.7285714	86.84085	0.738961	130.5454	0.6597403	116.9962	0.8974026	123.9343	0.7571428	104.7025	0.8506494	118.2491	0.7779221	109.9276	0.861039	133.284	0.4584416	100.6691	0.9545454	106.998	0.912987	107.741	0.8961039	123.3643	0.6454545	96.41354	0.8207792	110.9542	0.8441558	106.325	0.7727273	97.32195	0.8051948	108.4504	0.7545455	98.90383	0.8675325	104.9908	0.6909091	95.41612	0.8831169	98.84208	0.9077922	95.71312	0.8298701	96.17221	0.8	101.4059	0.8974026	106.3853	0.7506493	79.2279	0.8636364	104.5006	0.7857143	78.41389	0.9077922	119.4621	0.3	101.4333	0.5233766	87.01771	0.9103896	99.17842	0.8298701	94.79403	0.7792208	102.5578	0.8311688	105.0165	0.712987	101.5598	0.5948052	88.62765	0.774026
