Index	Sample ID	Sample Group	Sentrix Barcode	Sample Section	Detected Genes (0.01)	Detected Genes (0.05)	Signal Average	Signal P05	Signal P25	Signal P50	Signal P75	Signal P95	Sample_ID	Pool_ID	Sample_Well	Sample_Plate	BIOTIN	CY3_HYB	ERCC-00002	ERCC-00003	ERCC-00004	ERCC-00009	ERCC-00012	ERCC-00013	ERCC-00014	ERCC-00016	ERCC-00017	ERCC-00019	ERCC-00022	ERCC-00024	ERCC-00025	ERCC-00028	ERCC-00031	ERCC-00033	ERCC-00034	ERCC-00035	ERCC-00039	ERCC-00040	ERCC-00041	ERCC-00042	ERCC-00043	ERCC-00044	ERCC-00046	ERCC-00048	ERCC-00051	ERCC-00053	ERCC-00054	ERCC-00057	ERCC-00058	ERCC-00059	ERCC-00060	ERCC-00061	ERCC-00062	ERCC-00067	ERCC-00069	ERCC-00071	ERCC-00073	ERCC-00074	ERCC-00075	ERCC-00076	ERCC-00077	ERCC-00078	ERCC-00079	ERCC-00081	ERCC-00083	ERCC-00084	ERCC-00085	ERCC-00086	ERCC-00092	ERCC-00095	ERCC-00096	ERCC-00097	ERCC-00098	ERCC-00099	ERCC-00104	ERCC-00108	ERCC-00109	ERCC-00111	ERCC-00112	ERCC-00113	ERCC-00116	ERCC-00117	ERCC-00120	ERCC-00123	ERCC-00126	ERCC-00130	ERCC-00131	ERCC-00134	ERCC-00136	ERCC-00137	ERCC-00138	ERCC-00142	ERCC-00143	ERCC-00144	ERCC-00145	ERCC-00147	ERCC-00148	ERCC-00150	ERCC-00154	ERCC-00156	ERCC-00157	ERCC-00158	ERCC-00160	ERCC-00162	ERCC-00163	ERCC-00164	ERCC-00165	ERCC-00168	ERCC-00170	ERCC-00171	HOUSEKEEPING	LABELING	LOW_STRINGENCY_HYB	NEGATIVE (background)	Noise
11	HSS 116	LE-Heart	5753677124	K	10318	12071	317.2083	-13.64877	-0.3623168	13.07178	91.12524	1301.499	HSS 116				26961.36	11770.65	110.777	115.4022	101.4637	106.952	98.66553	104.1735	106.0781	113.6503	121.5855	95.1431	99.911	103.9506	107.1995	113.5721	88.47534	95.74006	105.3621	106.3737	98.35843	122.7904	124.3575	99.51726	96.70845	100.6245	105.4295	105.0723	129.6127	109.609	110.7808	100.1273	123.0922	106.4941	123.2403	107.3139	107.473	101.8711	104.705	115.2868	100.7198	115.9863	102.601	100.5337	93.18924	104.5027	110.1717	102.9696	112.3752	107.1996	111.9105	108.9735	115.6866	98.25123	104.4335	103.2009	103.7292	141.6418	99.48194	93.60128	115.9194	111.8173	111.1633	111.2387	119.3674	106.3124	96.23679	97.31112	145.017	116.4852	95.38148	107.9737	108.5279	112.6944	113.3016	103.3487	103.9202	124.4709	102.0046	108.7011	105.3103	118.5836	114.3813	97.07468	129.3474	101.47	118.4649	110.9065	128.6516	124.9499	104.6769	110.3395	128.5725	127.9134	11979.2	134.5968	10332.64	127.1427	17.134
12	HSS 117	LE-Heart	5753677124	L	10169	12423	317.6582	-13.78978	-0.2950933	13.33539	92.77016	1304.477	HSS 117				20575.39	8811.383	82.8047	77.35897	79.26142	88.9051	76.85316	75.55891	87.48986	92.32291	84.04806	83.64275	78.58858	80.38519	77.96279	93.56512	75.10846	75.71084	76.86697	82.34362	84.06667	86.11167	80.50822	87.35155	74.97209	84.5358	74.78176	74.14051	87.63163	78.83961	98.05118	81.63211	99.15644	74.40321	93.16487	90.76485	80.62573	76.19229	77.43634	97.43484	78.367	86.84085	79.99624	87.63043	76.24907	73.64258	71.49368	91.65614	81.84244	77.08348	75.41376	78.25783	82.75312	79.48247	80.77055	94.55305	71.96032	92.49892	77.03816	84.53853	78.37187	89.72903	92.15202	91.68346	84.11682	75.22127	75.18656	72.27158	98.65803	79.98998	73.6111	75.77743	86.45115	87.39935	87.20973	72.73222	79.82114	85.603	77.24363	76.7016	80.10165	92.34176	82.53296	82.19836	84.57105	84.47717	94.10684	92.17501	91.15143	94.76667	80.56376	81.32801	92.98529	107.7337	7114.716	95.12752	7991.062	94.59795	11.22696
13	HSS 118	LE-Heart	5688887054	A	11012	13518	318.9608	-13.89451	-0.5183336	12.83065	93.97808	1316.995	HSS 118				35217.79	14690	114.3654	122.3046	132.7306	115.3522	115.6193	112.4513	134.1389	132.9475	128.6342	105.6151	115.9418	108.8792	123.7921	149.074	114.1009	102.446	120.7479	140.2086	109.5893	122.5505	136.3352	115.1061	109.6301	129.7981	113.8086	115.6749	134.7059	110.806	122.471	105.3647	144.6457	113.7713	156.6272	103.3486	138.4101	103.1422	124.8839	115.5114	130.1919	130.5454	114.3786	114.4931	123.3462	114.1807	117.4522	120.8372	114.7869	123.8946	114.4904	120.8334	109.952	105.7792	116.8164	131.4603	108.5906	121.7364	127.1897	118.2216	119.8439	124.4498	122.8428	114.6089	124.0614	110.4678	97.2761	114.9263	156.4753	116.8883	126.11	116.6167	128.6442	132.8118	119.8489	110.6993	122.6579	146.6819	123.9164	103.138	121.6323	127.0301	120.6538	117.0982	137.3304	118.9659	123.5677	124.2105	131.5773	131.6535	115.8299	127.7967	137.2258	153.7024	13093.44	132.2115	13316.03	137.4917	17.67093
14	HSS 119	LE-Heart	5688887054	B	10927	13590	317.9953	-13.73827	-0.518926	12.99489	93.21815	1306.408	HSS 119				36201.17	15153.38	116.1394	105.6906	101.836	125.7246	121.6614	117.9916	140.0523	135.4185	130.0831	111.4092	121.2047	109.0641	113.389	139.7457	119.9981	119.0754	106.2312	124.717	115.7448	122.5102	139.8191	110.0596	113.5073	120.3263	103.7281	116.0757	142.1078	124.5492	126.2509	125.1149	151.9	122.0156	148.8647	113.3518	112.2571	106.6513	135.1157	147.6113	124.3525	116.9962	108.2564	128.0987	108.2795	126.8159	120.3182	119.3228	114.9834	136.7072	124.3407	121.8649	117.7004	111.1541	114.4102	124.1717	123.0627	122.1659	118.2948	114.3106	121.3929	134.8321	117.2252	112.9432	119.0266	119.8651	99.34644	123.2204	154.0746	111.6545	111.3907	113.6882	107.8165	152.4935	121.3351	126.5175	134.5842	130.8599	113.2282	90.97269	110.6805	132.2163	113.476	130.3268	152.1512	112.8692	129.394	117.6933	143.5322	123.9399	118.1265	123.8275	128.9955	138.3142	14719.37	130.5393	13587.85	138.355	17.44775
15	HSS 120	LE-Heart	5688887054	C	10240	13049	317.0413	-13.78166	-0.4237171	12.99307	91.56518	1302.654	HSS 120				34757.2	15404.69	127.0539	112.1258	116.388	103.1947	118.3016	112.4853	122.9588	151.3507	138.7864	122.889	114.0826	97.78809	105.6772	116.2362	117.7989	114.7859	111.1245	125.7676	111.4526	135.8614	120.1309	111.0129	106.5701	127.9798	105.6953	131.1669	131.4478	141.7528	118.4932	119.5515	136.567	102.303	138.4927	110.4098	117.745	121.3476	105.221	132.1121	121.3497	123.9343	117.9357	109.5882	110.7978	92.36451	116.9999	121.7291	114.8047	113.4467	105.0099	122.1056	110.9864	103.1195	122.4918	116.6348	103.0983	131.5877	107.3149	112.6412	121.479	119.2891	114.9699	110.7274	109.9805	107.6577	105.5262	109.4724	136.9213	108.2718	104.8648	120.0927	115.2302	131.5208	107.0895	107.7939	130.3074	122.0198	112.1936	113.6345	113.3978	126.4309	114.7575	112.1792	137.0515	113.4267	125.633	105.2336	151.7924	132.768	115.8694	124.4301	133.2708	134.68	14039.94	124.3618	13782.08	135.6124	16.9877
16	HSS 121	LE-Heart	5688887054	D	11009	13810	319.1776	-13.54003	-0.4262875	13.04767	94.37419	1300.501	HSS 121				30393.73	12478.02	108.3098	108.6514	101.3682	110.3973	102.9526	103.0484	121.732	106.4287	108.5388	111.0806	105.7554	107.8077	108.6535	126.9156	98.45243	102.5897	100.614	112.6282	101.9699	101.7843	111.8859	101.1497	112.3153	108.6691	100.5596	96.79818	110.1487	105.1998	94.26073	115.4724	119.527	97.9875	102.7472	105.7594	94.37483	100.2979	101.1351	106.1396	124.882	104.7025	88.75832	105.1323	115.6966	103.1648	114.1123	120.3063	101.6475	107.6686	107.0895	96.75568	99.21433	94.7573	102.665	115.0638	92.86871	123.0967	126.9531	103.7018	104.7561	116.6835	107.9409	98.57844	104.4188	98.37894	103.0674	101.6756	131.7074	105.7315	111.9303	109.222	109.2139	108.152	103.8025	96.72478	104.0447	102.6856	105.961	109.6062	97.85571	114.1047	102.7758	101.1981	137.3804	96.13729	122.3336	111.4151	110.9718	105.163	98.40292	113.6789	110.2162	108.5155	11739.23	124.3379	11095.09	120.8034	14.83271
17	HSS 122	LE-Heart	5688887054	E	10284	13227	319.1178	-13.70337	-0.4197568	13.03912	94.68511	1309.49	HSS 122				31631.38	14239.91	96.09344	102.5353	99.13725	118.8655	103.7726	121.3604	116.4126	127.8158	115.8779	111.7639	113.0454	103.1886	99.7718	123.6838	104.0101	108.3838	102.5014	119.2585	107.1178	121.8765	114.6041	113.0944	94.53998	110.3846	131.0161	106.6934	123.0813	113.5835	115.7017	111.5998	130.3622	120.1823	130.3761	118.3758	98.06334	97.44914	110.9694	137.3431	135.1564	118.2491	100.0129	104.4118	109.2014	116.1929	113.6248	111.1551	105.6568	116.2868	101.9925	121.1338	95.61962	103.3653	112.6396	110.4894	102.086	117.8941	108.1176	116.8989	127.2737	120.5588	116.556	108.1975	121.7268	100.9963	106.6767	93.68411	147.6221	106.5075	104.7452	113.5956	127.0332	139.3238	107.7457	110.5463	110.8218	114.4414	117.3812	102.5545	103.8378	125.4111	120.1812	108.6569	125.6258	93.2816	109.8784	109.2746	118.7173	122.745	102.1606	118.1213	103.6154	117.6415	12060.73	132.0267	12646.45	131.177	16.37193
18	HSS 123	LE-Heart	5688887054	F	10738	13761	318.4206	-13.7448	-0.4443843	12.97571	93.35539	1295.875	HSS 123				33967.47	13451.81	116.7771	114.2047	108.3899	106.481	112.3232	114.0605	113.8607	109.497	111.061	112.941	113.9916	111.5662	104.8006	110.2685	112.6877	99.48486	101.6074	118.0323	104.5605	135.3191	113.6664	108.1603	98.13967	101.8921	103.8514	104.3455	123.1553	99.33925	114.7809	105.5634	118.9715	91.41856	126.3294	110.9178	99.28057	106.846	96.39305	104.1854	110.9905	109.9276	109.561	107.6053	104.2811	105.307	107.7629	112.2331	104.2076	99.41747	102.5574	104.2588	120.7561	118.2793	104.9421	109.6623	103.6129	110.8787	131.7198	106.0018	110.2554	113.3817	119.6182	110.8249	125.2518	102.4766	97.83492	109.3828	162.9786	101.3618	109.5605	116.0982	105.1886	121.0298	106.0774	109.3382	132.0676	109.9588	102.9486	98.20621	103.972	111.5783	109.1457	113.4244	109.4229	104.0639	112.1099	107.3622	126.5539	111.6077	104.7458	108.0192	119.6245	133.6373	12591.44	122.6099	11974.62	126.8891	15.53084
19	HSS 125	LE-Heart	5688887054	G	10668	13844	320.4873	-13.70337	-0.3990565	13.02035	93.35173	1295.552	HSS 125				29574.62	12745.53	107.0714	117.5986	103.1645	108.4964	116.7113	111.1344	116.5078	125.387	116.2476	111.4661	115.6105	110.4686	104.2745	149.2587	107.7233	107.7132	105.857	124.2409	113.1587	128.0459	111.9157	109.0226	101.132	128.0883	118.6881	116.8547	127.7901	122.624	112.7955	106.4704	125.6021	108.8866	123.8938	121.4161	111.9174	100.9381	110.7804	130.7699	123.173	133.284	109.9637	109.4185	124.2321	112.8934	112.9847	114.3972	111.7051	125.7485	107.7542	89.29816	110.325	116.9575	113.5189	108.9692	106.8013	118.1305	98.36446	104.9669	120.6028	125.2853	119.1434	111.4004	106.7293	104.6235	113.0941	114.6644	153.908	122.4625	98.101	114.0119	112.6271	122.4341	110.5071	110.1611	113.8513	116.2616	98.79346	110.4988	110.8036	123.4755	124.1673	110.723	122.4884	98.78595	120.1999	118.239	115.4095	108.2694	109.0951	112.1822	118.7782	124.5641	14073.17	136.401	11837.22	131.8889	17.30753
20	HSS 126	LE-Heart	5688887054	H	10209	12731	319.7572	-13.69345	-0.3726564	13.15707	92.75499	1298.557	HSS 126				27487.78	12686.37	95.21265	97.97847	100.1661	109.9102	107.1542	107.8251	108.0061	107.0873	113.2029	99.05605	105.844	96.93275	101.9911	122.3483	102.2461	96.67611	111.9451	116.3338	102.5392	104.6648	103.0313	102.5992	95.76843	115.6233	95.93127	110.1262	106.4768	110.201	111.395	110.7849	140.3956	108.7426	113.725	109.3771	103.8142	91.51213	104.8447	117.5831	101.2117	100.6691	97.83952	104.6188	100.1291	95.46267	118.9511	102.4605	101.7098	105.6078	104.3545	96.74444	103.3434	101.1206	100.7534	110.4509	104.5713	117.0725	117.4948	97.62	101.4444	105.3439	105.556	104.3296	103.3926	103.0695	120.8783	107.757	137.1764	106.8981	107.8857	107.5905	116.4229	121.6813	110.5187	100.9017	106.6014	108.8757	108.3513	102.2627	109.5498	129.801	100.7506	116.8196	111.7189	107.4363	115.5248	106.3728	117.6449	118.7809	93.81745	103.7317	120.9192	124.2806	11976.68	117.4173	11559.29	122.4857	15.04012
21	HSS 127	LE-Heart	5688887054	I	10247	13048	320.5524	-13.75357	-0.378831	13.13886	92.51693	1299.822	HSS 127				30083.15	12474.18	112.5117	107.8796	102.195	110.4749	116.0306	111.4955	116.0876	123.3709	117.1395	116.6612	114.0942	104.4638	95.6763	121.9396	105.7682	102.6643	118.8105	107.1218	102.7015	117.1691	106.8453	106.3439	103.2511	106.0483	110.8048	106.4618	109.1443	106.4374	109.7028	107.2653	134.0594	133.3335	112.7571	110.8315	112.0936	115.2344	116.3393	108.093	117.4518	106.998	105.6656	103.3283	106.2378	115.2406	106.0878	111.1811	106.0925	103.9368	109.4965	105.1994	105.6848	95.95435	112.5923	112.2236	102.0612	122.826	102.1568	110.8131	107.1634	115.5411	116.1613	104.1154	101.4447	101.6347	104.1228	105.439	141.212	113.6033	108.6128	118.4651	117.1714	128.4299	112.6889	107.5625	107.619	120.7322	107.7645	101.516	96.08876	118.2347	121.6073	112.022	128.1532	122.997	118.5285	113.2248	117.4443	112.5252	101.4445	114.9053	126.0521	122.944	12475.63	128.2947	11395.78	128.4702	16.33187
22	HSS 128	LE-Heart	5688887054	J	10966	13734	319.6131	-13.86639	-0.4296677	13.0175	92.52655	1299.361	HSS 128				29669.9	12403.96	111.6419	112.081	112.7709	110.8293	100.4399	106.3911	116.7427	137.7991	112.7351	107.1913	109.7548	106.55	96.311	115.3786	103.225	107.6971	105.0443	113.2113	107.5658	131.8813	131.2788	99.56844	102.1262	121.8143	105.437	125.3286	122.4891	120.3386	110.5361	106.813	117.2811	96.77178	109.7336	109.5447	106.0405	105.1637	105.762	109.9108	108.5822	107.741	109.0133	116.0802	107.5019	104.5187	118.3308	110.8972	102.2114	113.6117	113.9267	100.8415	106.5807	104.2122	122.1807	115.9279	105.8286	116.6282	111.9024	113.9379	110.1887	108.3309	106.1979	98.10529	111.8847	110.1157	107.0251	111.2713	148.6832	108.6959	107.5631	104.0672	117.1786	122.6578	104.6382	110.3354	111.3606	120.9663	99.70594	112.6894	108.0749	120.9614	106.0873	110.8516	132.2283	101.268	121.5643	119.5612	122.5759	114.4329	105.284	104.9678	110.3557	113.8363	11891.39	124.8744	11210.57	127.924	15.75367
23	HSS 129	LE-Heart	5688887054	K	10447	12977	320.695	-13.69658	-0.423266	13.18364	93.79253	1297.531	HSS 129				31987.98	13276.95	99.95115	107.3955	99.97278	104.1201	112.0715	103.9285	126.7938	127.8962	121.4313	115.8782	109.2383	102.1	111.2623	114.8997	105.447	108.8178	104.4521	97.10424	106.745	103.4611	130.0578	95.43597	104.1137	111.3886	110.555	100.9579	117.7882	123.6312	107.7834	109.2542	119.5097	103.6432	121.7782	120.9446	116.5545	99.0696	105.847	121.7378	119.7967	123.3643	103.7683	116.7306	110.8832	102.5949	117.2899	111.8511	116.5317	116.1263	123.9474	109.8024	116.169	104.6924	103.6799	117.3854	112.8048	129.3221	96.80834	103.1009	112.4785	111.722	114.0946	109.6234	103.4309	102.6438	102.8328	101.1264	138.0267	107.9758	110.9393	113.8922	112.4459	127.6383	116.7374	105.7617	105.7356	138.9085	92.24335	104.6213	101.7562	113.098	109.6348	121.3291	128.5683	106.9371	109.6196	111.8078	120.4202	128.1865	102.6931	118.5274	118.0358	127.6274	13533.22	127.7128	12296.26	130.0567	16.50128
24	HSS 131	LE-Heart	5688887054	L	10519	13033	319.144	-13.78798	-0.3213829	13.11417	93.71164	1308.318	HSS 131				27256.58	11219.92	98.68742	94.46567	94.28416	93.50178	87.47069	94.18282	102.9435	97.05068	95.3503	95.39423	100.0946	90.56826	89.09734	91.91582	93.81835	100.1549	96.92033	104.2005	87.15952	102.6083	90.9379	90.94109	88.95683	94.54221	88.46387	85.17231	102.6601	94.73235	98.13387	85.94028	104.9842	93.06175	92.27972	93.80062	95.73117	92.20557	81.32973	101.7328	92.3466	96.41354	93.48585	96.04113	91.94981	93.02147	94.03569	90.06448	86.66032	87.46365	89.22054	98.96485	89.89138	78.87303	100.2776	92.82339	93.77661	102.1509	85.12402	107.9972	107.5236	101.0949	90.94969	81.94524	86.5451	85.46527	80.82936	87.84435	131.856	95.22847	84.2441	100.9578	85.82726	103.6515	94.71436	100.7282	98.29374	101.271	94.73078	97.01021	91.50671	97.35831	92.2199	91.26492	108.4871	96.97677	96.12684	93.57846	106.2583	102.1399	96.03114	95.61678	100.3261	101.9647	10772.05	102.8346	10356.7	107.3399	12.54723
25	HSS 132	LE-Heart	5753685023	A	11051	13406	320.2065	-13.80458	-0.3976941	12.88228	93.61455	1299.822	HSS 132				30657.11	12537.07	101.4907	105.9256	107.8991	102.3426	105.9359	98.24196	104.7904	114.2127	107.6227	110.6888	115.4162	99.95702	100.9655	112.5971	115.2597	106.7566	102.8676	113.6317	99.23411	121.0524	120.1875	123.6048	105.765	106.6992	102.4792	102.6187	118.1019	116.4129	115.1032	103.0918	124.0324	100.0278	118.585	120.5082	101.2	105.4009	109.3191	123.3487	107.4936	110.9542	101.8705	113.0689	97.68866	97.27647	103.0324	102.6545	107.5248	105.964	103.7065	111.9955	112.9863	100.8601	110.3851	109.4759	109.2268	109.2993	105.0072	103.4685	120.5469	114.1987	119.0316	106.4292	98.29263	107.1987	110.0052	118.4262	151.6523	110.5486	108.1748	123.2882	108.656	126.2981	117.0663	105.8394	110.8404	127.8178	103.5839	98.81772	110.045	106.51	118.4503	117.4269	127.5939	94.26961	105.0059	99.2108	130.1028	117.1701	106.9146	113.9225	128.5885	146.2917	13277.46	134.031	12055.3	127.6387	16.42383
26	HSS 133	LE-Heart	5753685023	B	10492	12755	319.994	-13.7448	-0.3401946	12.9154	93.54359	1310.254	HSS 133				29365.9	11938.16	119.0757	93.69835	102.6821	103.5435	87.59292	98.04568	106.3089	96.9812	91.00958	96.54044	104.8147	93.08638	92.63148	100.8122	87.83693	86.80498	112.1934	106.073	91.60712	101.7052	103.9403	107.2383	101.7522	98.35339	92.78231	96.31895	116.3725	94.46076	106.0339	96.70809	104.8007	106.8327	117.0514	102.2484	99.69274	96.60395	99.80913	108.8269	102.1963	106.325	99.41656	112.7221	101.6162	95.39246	111.1373	102.1373	90.25331	100.4136	106.5439	94.49476	92.72182	89.94609	105.7369	101.1549	103.8388	112.1258	99.34199	96.64079	94.70644	107.5234	105.9053	101.9923	106.041	96.8426	95.24418	83.68312	118.2495	93.74036	95.80673	108.9333	103.3963	125.6999	109.1894	100.5889	101.6568	95.71256	100.9763	93.40833	106.0946	105.3616	109.7697	101.4077	101.977	100.2744	91.83241	103.7485	113.1536	116.2768	93.34776	95.39862	119.9857	120.3362	11743.23	108.478	11079.16	117.5621	14.4156
27	HSS 134	LE-Heart	5753685023	C	10879	13250	319.81	-13.68157	-0.3578674	13.00619	94.42168	1307.222	HSS 134				29094.4	10878.39	96.98443	91.02539	94.08322	90.31606	97.02516	89.39761	97.44649	101.3577	96.31187	92.19643	89.62076	83.61081	80.83169	98.94087	92.38544	92.23806	92.15803	102.1957	94.21346	100.643	94.18897	96.39284	91.05615	96.07145	85.95657	92.81766	104.1379	94.27853	93.14642	87.06027	107.4087	88.29214	104.7938	92.46582	83.66228	96.08026	103.3147	100.6031	98.28947	97.32195	86.94593	91.73171	86.08788	83.54265	96.41641	97.40379	89.80784	95.19704	91.02306	86.58333	110.36	84.84499	95.50473	90.58756	94.24749	103.2501	91.30749	95.26337	103.002	97.31417	90.13479	100.9663	87.68107	83.31438	90.8513	85.20603	106.8444	87.69891	84.38368	95.99184	91.31543	107.7744	90.99674	89.9537	93.6057	106.1162	97.19048	100.085	82.92455	96.10943	102.474	97.31627	104.2764	84.5046	89.3587	101.1844	111.1002	98.68312	87.70926	101.1741	117.0238	115.5627	10319.73	104.4177	10102.06	108.6496	12.82716
28	HSS 135	LE-Heart	5753685023	D	10810	13372	319.4111	-13.77371	-0.3015398	13.07178	93.73389	1309.795	HSS 135				28788.13	11703.06	95.37423	105.5058	104.4672	95.14625	106.552	92.07319	110.5927	102.0899	99.22275	91.16079	96.4273	104.2643	98.96043	109.1989	109.7062	96.13911	102.7309	96.61868	100.1576	99.17648	103.4711	100.5384	98.61283	94.36356	96.39056	92.6621	112.6425	106.3847	110.8854	102.3924	120.1173	105.9934	113.1037	97.76913	90.45072	93.89956	97.22069	112.3606	111.4563	108.4504	93.21667	98.22586	93.47371	99.38711	100.8112	104.2838	108.6875	104.8883	97.91706	113.4558	98.65971	97.93128	100.7787	111.257	117.1446	115.3689	100.9204	112.1595	104.1506	133.3228	117.1696	108.4256	110.4675	95.15822	93.84985	99.38353	141.5066	95.24361	102.1903	103.4352	101.6651	118.5206	103.1181	97.74577	107.37	109.3407	111.9087	98.33919	105.2217	100.0494	103.0519	103.9294	117.583	95.72938	94.99306	97.15725	101.8504	99.12424	102.5257	104.2796	118.6001	107.19	11238.49	130.7383	11017.94	118.4659	14.69716
29	HSS 136	LE-Heart	5753685023	E	9445	12059	321.5866	-13.56261	-0.1783729	13.53101	93.03874	1302.035	HSS 136				28408.32	11590.29	101.3572	96.87681	110.5366	94.16874	94.7247	101.8127	106.7382	104.6241	104.8847	100.0753	110.8717	99.84588	99.91412	102.7272	90.22424	100.8371	94.64867	95.493	94.48563	97.96239	100.215	90.78359	88.79818	91.02077	93.54398	93.28232	96.44787	101.2425	101.1661	105.7879	110.8723	92.68602	110.5112	97.22072	96.10471	92.90542	94.0947	111.6318	103.019	98.90383	94.41857	93.36493	99.06577	86.84124	83.26722	99.12025	102.2425	105.0647	97.50301	99.83957	103.1389	92.03796	103.7454	98.20804	94.10188	101.6092	100.4926	97.89804	93.14519	96.30876	104.1866	98.02418	96.79848	80.94969	93.95234	93.20395	130.1696	95.93857	94.57622	95.8	103.4024	112.8938	109.1688	91.08743	102.172	99.4901	97.65417	107.8579	90.58173	99.42606	94.44569	110.4904	133.7729	93.61613	96.30016	99.62234	111.1688	106.3495	103.29	100.9085	102.4878	120.3959	10348.57	107.9774	10864.21	114.5833	13.7672
30	HSS 137	LE-Heart	5753685023	F	10516	13110	320.4422	-13.71777	-0.3171205	13.30795	94.04082	1300.445	HSS 137				26932.19	11456.76	85.30894	98.11592	90.74361	102.4387	92.24325	96.56429	98.81992	113.6912	102.7162	102.2381	88.96871	89.0665	98.05232	101.0717	87.95642	96.78971	106.1217	100.7086	93.37299	104.8557	108.9689	89.41158	90.06593	101.6426	100.8901	98.64568	109.0737	103.5825	91.94192	87.45617	115	89.29125	108.0448	95.2032	110.3342	97.93621	90.80102	114.576	100.7872	104.9908	91.02322	95.77464	92.65904	95.20498	92.27258	96.17124	86.25028	82.23743	98.73862	99.73106	90.04445	92.99166	97.31339	103.7308	108.6336	103.7864	87.51363	103.146	94.7281	108.949	101.8781	100.1432	95.75391	98.90267	96.13523	93.44257	115.7768	107.273	99.46576	89.99027	95.87084	104.8737	97.96945	96.22673	104.3592	103.1787	96.45921	94.39352	93.60494	104.2495	99.85713	95.75727	115.7096	96.39861	98.54137	96.46541	118.0578	106.8479	88.88287	95.01622	91.84538	97.29694	10088.14	115.152	10510.13	111.7347	12.93113
31	HSS 138	LE-Heart	5753685023	G	10017	12310	321.34	-13.5357	-0.2696979	13.32689	92.49809	1293.472	HSS 138				29926.72	11443.56	95.67624	96.84192	89.61971	97.90062	92.72212	108.6805	101.2106	103.2035	86.96574	92.68648	105.8411	91.83121	92.32068	92.20777	89.7747	91.07026	103.8969	92.48611	92.32267	110.6844	100.4144	86.87148	97.36761	94.04154	92.77997	91.83581	105.2935	101.5205	89.9527	88.58599	99.47939	98.53998	100.4942	98.77126	111.9836	90.92663	95.92247	103.6637	100.6499	95.41612	100.6874	97.55251	96.39	96.73027	122.7132	91.61594	98.60835	86.41592	92.73729	97.12751	87.02125	98.89776	100.6603	94.92554	90.07563	107.2084	95.62669	104.5688	98.67378	120.7464	96.34389	94.5514	102.6153	84.67678	89.973	99.11667	139.0925	99.40334	98.02588	92.92455	98.14652	113.4024	104.7441	91.33878	100.1775	103.0332	96.16138	93.72266	96.34647	101.7887	97.28374	102.2121	121.2634	90.78063	101.4301	101.4163	115.9578	107.914	92.18436	96.23686	95.08241	97.72127	10685.58	117.8529	10577.74	110.6611	12.56784
32	HSS 139	LE-Heart	5753685023	H	9920	13070	319.5167	-13.64027	-0.3003756	13.13068	92.77188	1293.579	HSS 139				27205.55	11414.59	99.3063	99.33677	93.34754	105.1987	100.6968	90.05709	114.6266	113.0008	100.3779	99.46653	89.85706	88.23653	95.77224	101.9696	99.4285	94.1881	103.4804	103.7746	88.9231	101.6648	115.9314	91.88087	85.63342	109.3502	102.43	102.1693	121.2645	99.5236	103.454	90.73216	119.2949	99.91339	111.7775	100.2132	97.125	100.4094	101.0298	114.7068	93.46223	98.84208	97.82236	103.2874	107.9161	104.1409	94.91283	90.82129	93.67788	104.9822	94.87734	109.6822	102.406	92.19643	89.35503	97.06345	92.96541	106.9995	95.47964	102.8978	99.14098	105.142	98.65813	108.065	102.1414	102.0223	96.69198	97.65114	120.6633	91.37283	84.04443	99.20816	111.8889	110.2853	102.4742	102.1114	98.66038	108.0972	95.86018	99.55073	97.85886	100.5101	98.19274	113.0807	127.3876	113.3917	104.0903	96.28989	115.4184	102.9814	88.67597	96.94917	115.1561	120.412	11740.4	109.7574	10668.83	116.8136	13.85089
33	HSS 140	LE-Heart	5753685023	I	10262	12961	320.6999	-13.75112	-0.3073175	13.19976	95.3717	1288.905	HSS 140				29080.61	11279.05	91.10522	87.3261	100.788	94.42183	90.27995	100.9825	89.29723	99.89874	105.9531	91.87156	86.32017	92.13621	93.34316	88.06542	99.11061	89.5476	101.8886	95.74822	96.24363	99.04838	95.06829	83.04669	84.3015	92.17265	92.13877	93.78381	99.04704	95.10347	97.59834	86.66071	104.0633	91.6999	94.461	90.61956	97.58936	85.52616	90.88902	103.9405	97.90759	95.71312	90.99956	88.12514	83.26303	88.82863	83.89375	92.42884	92.97237	95.68279	92.21378	98.12209	96.5968	87.64788	97.39649	99.67822	86.49706	98.11652	91.07977	93.96184	98.49971	93.49134	99.86966	91.65459	85.09467	85.46377	102.198	85.32097	128.3125	94.06157	105.4	95.08153	91.13084	92.76454	91.64921	95.8867	88.1752	107.8678	90.25341	82.69948	86.35924	97.14736	87.90244	97.00434	89.55708	100.5758	105.3769	93.95833	101.1357	92.85319	90.64126	97.6515	94.78853	102.4903	9866.353	103.877	10721.74	107.4549	12.0667
